trade_id,order_id,datetime,date,time,vt_symbol,symbol,exchange,direction,offset,price,volume,signed_volume,gateway_name,exit_reason,profile,start_month,variant,account_capital,c3_capital
BACKTESTING.13,BACKTESTING.7,2018-02-12 00:00:00+08:00,2018-02-12,00:00:00,hc1805.SHFE,hc1805,SHFE,空,平,3957.0,9.0,-9.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.14,BACKTESTING.8,2018-02-26 00:00:00+08:00,2018-02-26,00:00:00,OI805.CZCE,OI805,CZCE,多,平,6348.0,4.0,4.0,BACKTESTING,short_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.15,BACKTESTING.9,2018-02-28 00:00:00+08:00,2018-02-28,00:00:00,hc1805.SHFE,hc1805,SHFE,多,开,4089.0,8.0,8.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.16,BACKTESTING.10,2018-03-01 00:00:00+08:00,2018-03-01,00:00:00,rb1805.SHFE,rb1805,SHFE,多,开,4017.0,3.0,3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.17,BACKTESTING.11,2018-03-02 00:00:00+08:00,2018-03-02,00:00:00,au1806.SHFE,au1806,SHFE,空,开,270.95,1.0,-1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.18,BACKTESTING.11.stage847_c9.1,2018-03-02 00:46:00+08:00,2018-03-02,00:46:00,au1806.SHFE,au1806,SHFE,多,平,271.85,1.0,1.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.19,BACKTESTING.11.stage847_c9.2,2018-03-02 02:29:00+08:00,2018-03-02,02:29:00,au1806.SHFE,au1806,SHFE,空,开,270.95,1.0,-1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.20,BACKTESTING.11.stage847_c9.3,2018-03-02 09:00:00+08:00,2018-03-02,09:00:00,au1806.SHFE,au1806,SHFE,多,平,271.85,1.0,1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.21,BACKTESTING.12,2018-03-06 00:00:00+08:00,2018-03-06,00:00:00,hc1805.SHFE,hc1805,SHFE,空,平,4046.0,8.0,-8.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.22,BACKTESTING.13,2018-03-06 00:00:00+08:00,2018-03-06,00:00:00,rb1805.SHFE,rb1805,SHFE,空,平,3948.0,3.0,-3.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.23,BACKTESTING.14,2018-03-29 00:00:00+08:00,2018-03-29,00:00:00,AP805.CZCE,AP805,CZCE,多,开,7336.0,4.0,4.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.24,BACKTESTING.14.stage847_c9.1,2018-03-29 09:09:00+08:00,2018-03-29,09:09:00,AP805.CZCE,AP805,CZCE,空,平,7294.5,4.0,-4.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.25,BACKTESTING.15,2018-04-19 00:00:00+08:00,2018-04-19,00:00:00,au1806.SHFE,au1806,SHFE,多,开,275.6,1.0,1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.26,BACKTESTING.15.stage847_c9.1,2018-04-19 22:46:00+08:00,2018-04-19,22:46:00,au1806.SHFE,au1806,SHFE,空,平,274.32500000000005,1.0,-1.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.27,BACKTESTING.16,2018-06-11 00:00:00+08:00,2018-06-11,00:00:00,jm1809.DCE,jm1809,DCE,多,开,1255.0,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.28,BACKTESTING.16.stage847_c9.1,2018-06-11 09:04:00+08:00,2018-06-11,09:04:00,jm1809.DCE,jm1809,DCE,空,平,1247.75,2.0,-2.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.29,BACKTESTING.17,2018-06-14 00:00:00+08:00,2018-06-14,00:00:00,MA809.CZCE,MA809,CZCE,多,开,2827.0,10.0,10.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.30,BACKTESTING.17.stage847_c9.1,2018-06-14 09:02:00+08:00,2018-06-14,09:02:00,MA809.CZCE,MA809,CZCE,空,平,2821.0,10.0,-10.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.31,BACKTESTING.17.stage847_c9.2,2018-06-14 09:34:00+08:00,2018-06-14,09:34:00,MA809.CZCE,MA809,CZCE,多,开,2827.0,10.0,10.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.32,BACKTESTING.17.stage847_c9.3,2018-06-14 11:28:00+08:00,2018-06-14,11:28:00,MA809.CZCE,MA809,CZCE,空,平,2821.0,10.0,-10.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.33,BACKTESTING.18,2018-06-19 00:00:00+08:00,2018-06-19,00:00:00,FG809.CZCE,FG809,CZCE,多,开,1465.0,7.0,7.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.34,BACKTESTING.19,2018-06-25 00:00:00+08:00,2018-06-25,00:00:00,FG809.CZCE,FG809,CZCE,空,平,1457.0,7.0,-7.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.35,BACKTESTING.20,2018-07-09 00:00:00+08:00,2018-07-09,00:00:00,MA809.CZCE,MA809,CZCE,多,开,2904.0,9.0,9.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.36,BACKTESTING.20.stage847_c9.1,2018-07-09 09:13:00+08:00,2018-07-09,09:13:00,MA809.CZCE,MA809,CZCE,空,平,2886.5,9.0,-9.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.37,BACKTESTING.21,2018-07-12 00:00:00+08:00,2018-07-12,00:00:00,hc1810.SHFE,hc1810,SHFE,多,开,3959.0,4.0,4.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.38,BACKTESTING.22,2018-07-27 00:00:00+08:00,2018-07-27,00:00:00,SM809.CZCE,SM809,CZCE,多,开,8150.0,7.0,7.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.39,BACKTESTING.22.stage847_c9.1,2018-07-27 10:05:00+08:00,2018-07-27,10:05:00,SM809.CZCE,SM809,CZCE,空,平,8107.0,7.0,-7.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.40,BACKTESTING.23,2018-07-31 00:00:00+08:00,2018-07-31,00:00:00,FG809.CZCE,FG809,CZCE,多,开,1491.0,9.0,9.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.41,BACKTESTING.23.stage847_c9.1,2018-07-31 10:53:00+08:00,2018-07-31,10:53:00,FG809.CZCE,FG809,CZCE,空,平,1486.0,9.0,-9.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.42,BACKTESTING.24,2018-08-03 00:00:00+08:00,2018-08-03,00:00:00,SM809.CZCE,SM809,CZCE,多,开,8260.0,7.0,7.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.43,BACKTESTING.25,2018-08-03 00:00:00+08:00,2018-08-03,00:00:00,hc1810.SHFE,hc1810,SHFE,空,平,4159.0,4.0,-4.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.44,BACKTESTING.26,2018-08-14 00:00:00+08:00,2018-08-14,00:00:00,hc1810.SHFE,hc1810,SHFE,多,开,4277.0,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.45,BACKTESTING.26.stage847_c9.1,2018-08-14 14:33:00+08:00,2018-08-14,14:33:00,hc1810.SHFE,hc1810,SHFE,空,平,4232.27,2.0,-2.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.47,BACKTESTING.28,2018-08-17 00:00:00+08:00,2018-08-17,00:00:00,SM809.CZCE,SM809,CZCE,空,平,8620.0,7.0,-7.0,BACKTESTING,rollover_close,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.46,BACKTESTING.27,2018-08-17 00:00:00+08:00,2018-08-17,00:00:00,SM901.CZCE,SM901,CZCE,多,开,8730.0,3.0,3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.48,BACKTESTING.29,2018-09-21 00:00:00+08:00,2018-09-21,00:00:00,AP901.CZCE,AP901,CZCE,多,开,12288.0,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.49,BACKTESTING.29.stage847_c9.1,2018-09-21 09:15:00+08:00,2018-09-21,09:15:00,AP901.CZCE,AP901,CZCE,空,平,12221.5,2.0,-2.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.50,BACKTESTING.29.stage847_c9.2,2018-09-21 11:04:00+08:00,2018-09-21,11:04:00,AP901.CZCE,AP901,CZCE,多,开,12288.0,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.51,BACKTESTING.29.stage847_c9.3,2018-09-21 11:17:00+08:00,2018-09-21,11:17:00,AP901.CZCE,AP901,CZCE,空,平,12221.5,2.0,-2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.52,BACKTESTING.30,2018-10-15 00:00:00+08:00,2018-10-15,00:00:00,au1812.SHFE,au1812,SHFE,多,开,273.45,1.0,1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.53,BACKTESTING.31,2018-10-16 00:00:00+08:00,2018-10-16,00:00:00,OI901.CZCE,OI901,CZCE,多,开,6783.0,4.0,4.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.54,BACKTESTING.32,2018-10-17 00:00:00+08:00,2018-10-17,00:00:00,OI901.CZCE,OI901,CZCE,空,平,6743.0,4.0,-4.0,BACKTESTING,long_base_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.55,BACKTESTING.33,2018-11-01 00:00:00+08:00,2018-11-01,00:00:00,au1812.SHFE,au1812,SHFE,空,平,274.8,1.0,-1.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.56,BACKTESTING.34,2018-11-01 00:00:00+08:00,2018-11-01,00:00:00,hc1901.SHFE,hc1901,SHFE,空,开,3804.0,6.0,-6.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.57,BACKTESTING.35,2018-11-02 00:00:00+08:00,2018-11-02,00:00:00,SM901.CZCE,SM901,CZCE,空,平,8696.0,3.0,-3.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.58,BACKTESTING.36,2018-11-06 00:00:00+08:00,2018-11-06,00:00:00,hc1901.SHFE,hc1901,SHFE,多,平,3770.0,6.0,6.0,BACKTESTING,short_base_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.59,BACKTESTING.37,2018-12-13 00:00:00+08:00,2018-12-13,00:00:00,jm1901.DCE,jm1901,DCE,多,开,1433.5,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.61,BACKTESTING.39,2018-12-14 00:00:00+08:00,2018-12-14,00:00:00,jm1901.DCE,jm1901,DCE,空,平,1433.5,2.0,-2.0,BACKTESTING,rollover_close,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.60,BACKTESTING.38,2018-12-14 00:00:00+08:00,2018-12-14,00:00:00,jm1905.DCE,jm1905,DCE,多,开,1247.5,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.62,BACKTESTING.40,2019-01-31 00:00:00+08:00,2019-01-31,00:00:00,CF905.CZCE,CF905,CZCE,多,开,15330.0,4.0,4.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.63,BACKTESTING.40.stage847_c9.1,2019-01-31 09:00:00+08:00,2019-01-31,09:00:00,CF905.CZCE,CF905,CZCE,空,平,15290.0,4.0,-4.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.64,BACKTESTING.40.stage847_c9.2,2019-01-31 21:25:00+08:00,2019-01-31,21:25:00,CF905.CZCE,CF905,CZCE,多,开,15330.0,4.0,4.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.65,BACKTESTING.40.stage847_c9.3,2019-01-31 23:11:00+08:00,2019-01-31,23:11:00,CF905.CZCE,CF905,CZCE,空,平,15290.0,4.0,-4.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.66,BACKTESTING.41,2019-02-12 00:00:00+08:00,2019-02-12,00:00:00,au1906.SHFE,au1906,SHFE,多,开,288.15,1.0,1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.67,BACKTESTING.42,2019-02-12 00:00:00+08:00,2019-02-12,00:00:00,fu1905.SHFE,fu1905,SHFE,多,开,2823.0,6.0,6.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.68,BACKTESTING.43,2019-02-13 00:00:00+08:00,2019-02-13,00:00:00,sp1906.SHFE,sp1906,SHFE,多,开,5522.0,2.0,2.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.69,BACKTESTING.43.stage847_c9.1,2019-02-13 10:55:00+08:00,2019-02-13,10:55:00,sp1906.SHFE,sp1906,SHFE,空,平,5470.0,2.0,-2.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.70,BACKTESTING.44,2019-02-15 00:00:00+08:00,2019-02-15,00:00:00,au1906.SHFE,au1906,SHFE,空,平,287.05,1.0,-1.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.71,BACKTESTING.45,2019-02-20 00:00:00+08:00,2019-02-20,00:00:00,OI905.CZCE,OI905,CZCE,多,开,6763.0,3.0,3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.73,BACKTESTING.46,2019-02-20 00:00:00+08:00,2019-02-20,00:00:00,ru1905.SHFE,ru1905,SHFE,多,开,12340.0,1.0,1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.72,BACKTESTING.45.stage847_c9.1,2019-02-20 09:00:00+08:00,2019-02-20,09:00:00,OI905.CZCE,OI905,CZCE,空,平,6724.5,3.0,-3.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.74,BACKTESTING.46.stage847_c9.1,2019-02-20 10:05:00+08:00,2019-02-20,10:05:00,ru1905.SHFE,ru1905,SHFE,空,平,12233.75,1.0,-1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.75,BACKTESTING.46.stage847_c9.2,2019-02-20 11:08:00+08:00,2019-02-20,11:08:00,ru1905.SHFE,ru1905,SHFE,多,开,12340.0,1.0,1.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.76,BACKTESTING.48,2019-02-22 00:00:00+08:00,2019-02-22,00:00:00,jm1905.DCE,jm1905,DCE,空,平,1289.0,2.0,-2.0,BACKTESTING,forced_margin_deleverage,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.77,BACKTESTING.49,2019-02-22 00:00:00+08:00,2019-02-22,00:00:00,sp1906.SHFE,sp1906,SHFE,多,开,5610.0,5.0,5.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.78,BACKTESTING.50,2019-02-25 00:00:00+08:00,2019-02-25,00:00:00,hc1905.SHFE,hc1905,SHFE,多,开,3725.0,3.0,3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.79,BACKTESTING.50.stage847_c9.1,2019-02-25 13:31:00+08:00,2019-02-25,13:31:00,hc1905.SHFE,hc1905,SHFE,空,平,3691.5,3.0,-3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.80,BACKTESTING.50.stage847_c9.2,2019-02-25 22:52:00+08:00,2019-02-25,22:52:00,hc1905.SHFE,hc1905,SHFE,多,开,3725.0,3.0,3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.81,BACKTESTING.51,2019-02-26 00:00:00+08:00,2019-02-26,00:00:00,fu1905.SHFE,fu1905,SHFE,空,平,2840.0,6.0,-6.0,BACKTESTING,long_prev2day_stop,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
BACKTESTING.82,BACKTESTING.52,2019-02-27 00:00:00+08:00,2019-02-27,00:00:00,MA905.CZCE,MA905,CZCE,多,开,2562.0,3.0,3.0,BACKTESTING,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
