variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm,requested_top_n,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm,random_draw_index
stage064_B_random_2y_041_20181107,B: Top9+fu（10品种）,stage064_B_random_2y_041_20181107,random_2y_041_20181107,2018-11-07 random independent start to 2020-11-06,random_2y,2018-11-07,2020-11-06,150000.0,150000.0,0.4,486,497037.1000000001,231.35806666666673,82.10713333152542,-26.521543284524128,7.787971816731816,1.9113077956015008,127289.50000000004,91.05251610722505,61.02313333812896,0,1,0,27920.0,192.0,55.932203389830505,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,497037.1000000001,231.35806666666673,82.10713333152542,-26.521543284524128,1.9113077956015008,127289.50000000004,91.05251610722505,61.02313333812896,3.313580666666667,,,,,2018-11,2018-11,2018,11,1,1,1,1,0,0,B,B,9,random_2y_041_20181107,2,2018-11-07,2020-11-06,1,0,B,41
stage064_C_random_2y_041_20181107,C: Top10+fu（11品种）,stage064_C_random_2y_041_20181107,random_2y_041_20181107,2018-11-07 random independent start to 2020-11-06,random_2y,2018-11-07,2020-11-06,150000.0,150000.0,0.4,486,497037.1000000001,231.35806666666673,82.10713333152542,-26.521543284524128,7.787971816731816,1.9113077956015008,127289.50000000004,91.05251610722505,61.02313333812896,0,1,0,27920.0,192.0,55.932203389830505,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,497037.1000000001,231.35806666666673,82.10713333152542,-26.521543284524128,1.9113077956015008,127289.50000000004,91.05251610722505,61.02313333812896,3.313580666666667,,,,,2018-11,2018-11,2018,11,1,1,1,1,0,0,C,C,10,random_2y_041_20181107,2,2018-11-07,2020-11-06,1,0,C,41
stage064_A_random_2y_042_20200228,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_042_20200228,random_2y_042_20200228,2020-02-28 random independent start to 2022-02-27,random_2y,2020-02-28,2022-02-25,150000.0,150000.0,0.4,485,1653257.200000001,1002.1714666666674,233.3605147243642,-41.466434498818536,15.539096877095917,2.4802479104211748,150000.0,70.11704397206661,59.21839280698854,0,0,0,62210.0,246.0,58.12182741116752,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,1653257.200000001,1002.1714666666674,233.3605147243642,-41.466434498818536,2.4802479104211748,150000.0,70.11704397206661,59.21839280698854,11.021714666666671,,,,,2020-02,2020-02,2020,2,1,1,1,1,1,0,A,A,8,random_2y_042_20200228,2,2020-02-28,2022-02-27,1,0,A,42
stage064_B_random_2y_042_20200228,B: Top9+fu（10品种）,stage064_B_random_2y_042_20200228,random_2y_042_20200228,2020-02-28 random independent start to 2022-02-27,random_2y,2020-02-28,2022-02-25,150000.0,150000.0,0.4,485,1653257.200000001,1002.1714666666674,233.3605147243642,-41.466434498818536,15.539096877095917,2.4802479104211748,150000.0,70.11704397206661,59.21839280698854,0,0,0,62210.0,246.0,58.12182741116752,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,1653257.200000001,1002.1714666666674,233.3605147243642,-41.466434498818536,2.4802479104211748,150000.0,70.11704397206661,59.21839280698854,11.021714666666671,,,,,2020-02,2020-02,2020,2,1,1,1,1,1,0,B,B,9,random_2y_042_20200228,2,2020-02-28,2022-02-27,1,0,B,42
stage064_C_random_2y_042_20200228,C: Top10+fu（11品种）,stage064_C_random_2y_042_20200228,random_2y_042_20200228,2020-02-28 random independent start to 2022-02-27,random_2y,2020-02-28,2022-02-25,150000.0,150000.0,0.4,485,1653257.200000001,1002.1714666666674,233.3605147243642,-41.466434498818536,15.539096877095917,2.4802479104211748,150000.0,70.11704397206661,59.21839280698854,0,0,0,62210.0,246.0,58.12182741116752,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,1653257.200000001,1002.1714666666674,233.3605147243642,-41.466434498818536,2.4802479104211748,150000.0,70.11704397206661,59.21839280698854,11.021714666666671,,,,,2020-02,2020-02,2020,2,1,1,1,1,1,0,C,C,10,random_2y_042_20200228,2,2020-02-28,2022-02-27,1,0,C,42
stage064_A_random_2y_043_20180724,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_043_20180724,random_2y_043_20180724,2018-07-24 random independent start to 2020-07-23,random_2y,2018-07-24,2020-07-23,150000.0,150000.0,0.4,486,409511.0000000001,173.00733333333343,65.2861756628622,-20.633491959353655,7.697223879640154,1.7749844517555056,131738.80000000005,74.1494228072068,59.61336721433721,0,0,0,20040.0,173.0,55.51330798479087,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,409511.0000000001,173.00733333333343,65.2861756628622,-20.633491959353655,1.7749844517555056,131738.80000000005,74.1494228072068,59.61336721433721,2.7300733333333342,,,,,2018-07,2018-07,2018,7,1,1,1,1,0,0,A,A,8,random_2y_043_20180724,2,2018-07-24,2020-07-23,1,0,A,43
stage064_B_random_2y_043_20180724,B: Top9+fu（10品种）,stage064_B_random_2y_043_20180724,random_2y_043_20180724,2018-07-24 random independent start to 2020-07-23,random_2y,2018-07-24,2020-07-23,150000.0,150000.0,0.4,486,409511.0000000001,173.00733333333343,65.2861756628622,-20.633491959353655,7.697223879640154,1.7749844517555056,131738.80000000005,74.1494228072068,59.61336721433721,0,0,0,20040.0,173.0,55.51330798479087,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,409511.0000000001,173.00733333333343,65.2861756628622,-20.633491959353655,1.7749844517555056,131738.80000000005,74.1494228072068,59.61336721433721,2.7300733333333342,,,,,2018-07,2018-07,2018,7,1,1,1,1,0,0,B,B,9,random_2y_043_20180724,2,2018-07-24,2020-07-23,1,0,B,43
stage064_C_random_2y_043_20180724,C: Top10+fu（11品种）,stage064_C_random_2y_043_20180724,random_2y_043_20180724,2018-07-24 random independent start to 2020-07-23,random_2y,2018-07-24,2020-07-23,150000.0,150000.0,0.4,486,409511.0000000001,173.00733333333343,65.2861756628622,-20.633491959353655,7.697223879640154,1.7749844517555056,131738.80000000005,74.1494228072068,59.61336721433721,0,0,0,20040.0,173.0,55.51330798479087,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,409511.0000000001,173.00733333333343,65.2861756628622,-20.633491959353655,1.7749844517555056,131738.80000000005,74.1494228072068,59.61336721433721,2.7300733333333342,,,,,2018-07,2018-07,2018,7,1,1,1,1,0,0,C,C,10,random_2y_043_20180724,2,2018-07-24,2020-07-23,1,0,C,43
stage064_A_random_2y_044_20180205,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_044_20180205,random_2y_044_20180205,2018-02-05 random independent start to 2020-02-04,random_2y,2018-02-05,2020-02-04,150000.0,150000.0,0.4,481,226173.9,50.78260000000001,22.845457708105176,-21.33328016876428,8.098087116502391,0.9426992969303394,126266.30000000002,75.05518255237843,54.72626714830676,0,0,0,11640.0,135.0,48.97959183673469,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,226173.9,50.78260000000001,22.845457708105176,-21.33328016876428,0.9426992969303394,126266.30000000002,75.05518255237843,54.72626714830676,1.507826,,,,,2018-02,2018-02,2018,2,1,1,1,1,0,0,A,A,8,random_2y_044_20180205,2,2018-02-05,2020-02-04,1,0,A,44
stage064_B_random_2y_044_20180205,B: Top9+fu（10品种）,stage064_B_random_2y_044_20180205,random_2y_044_20180205,2018-02-05 random independent start to 2020-02-04,random_2y,2018-02-05,2020-02-04,150000.0,150000.0,0.4,481,226173.9,50.78260000000001,22.845457708105176,-21.33328016876428,8.098087116502391,0.9426992969303394,126266.30000000002,75.05518255237843,54.72626714830676,0,0,0,11640.0,135.0,48.97959183673469,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,226173.9,50.78260000000001,22.845457708105176,-21.33328016876428,0.9426992969303394,126266.30000000002,75.05518255237843,54.72626714830676,1.507826,,,,,2018-02,2018-02,2018,2,1,1,1,1,0,0,B,B,9,random_2y_044_20180205,2,2018-02-05,2020-02-04,1,0,B,44
stage064_C_random_2y_044_20180205,C: Top10+fu（11品种）,stage064_C_random_2y_044_20180205,random_2y_044_20180205,2018-02-05 random independent start to 2020-02-04,random_2y,2018-02-05,2020-02-04,150000.0,150000.0,0.4,481,226173.9,50.78260000000001,22.845457708105176,-21.33328016876428,8.098087116502391,0.9426992969303394,126266.30000000002,75.05518255237843,54.72626714830676,0,0,0,11640.0,135.0,48.97959183673469,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,226173.9,50.78260000000001,22.845457708105176,-21.33328016876428,0.9426992969303394,126266.30000000002,75.05518255237843,54.72626714830676,1.507826,,,,,2018-02,2018-02,2018,2,1,1,1,1,0,0,C,C,10,random_2y_044_20180205,2,2018-02-05,2020-02-04,1,0,C,44
stage064_A_random_2y_045_20240305,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_045_20240305,random_2y_045_20240305,2024-03-05 random independent start to 2026-03-04,random_2y,2024-03-05,2026-03-04,150000.0,150000.0,0.4,483,364007.1000000001,142.67140000000006,55.92128578772693,-23.288885310760456,11.8401438085969,1.4200913398142587,149305.0,60.671308584984295,48.44804832341108,0,0,0,19170.0,147.0,51.624548736462096,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,364007.1000000001,142.67140000000006,55.92128578772693,-23.288885310760456,1.4200913398142587,149305.0,60.671308584984295,48.44804832341108,2.4267140000000005,,,,,2024-03,2024-03,2024,3,1,1,1,1,0,0,A,A,8,random_2y_045_20240305,2,2024-03-05,2026-03-04,1,0,A,45
stage064_B_random_2y_045_20240305,B: Top9+fu（10品种）,stage064_B_random_2y_045_20240305,random_2y_045_20240305,2024-03-05 random independent start to 2026-03-04,random_2y,2024-03-05,2026-03-04,150000.0,150000.0,0.4,483,507613.7000000002,238.40913333333344,84.18986575192757,-25.287917965429298,12.896861323251448,1.6915563557661233,149305.0,72.36335805872432,56.867324018219634,0,0,0,26710.0,162.0,53.559322033898304,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,507613.7000000002,238.40913333333344,84.18986575192757,-25.287917965429298,1.6915563557661233,149305.0,72.36335805872432,56.867324018219634,3.3840913333333345,,,,,2024-03,2024-03,2024,3,1,1,1,1,0,0,B,B,9,random_2y_045_20240305,2,2024-03-05,2026-03-04,1,0,B,45
stage064_C_random_2y_045_20240305,C: Top10+fu（11品种）,stage064_C_random_2y_045_20240305,random_2y_045_20240305,2024-03-05 random independent start to 2026-03-04,random_2y,2024-03-05,2026-03-04,150000.0,150000.0,0.4,483,693315.7000000003,362.2104666666669,115.32967227839376,-26.140604116546378,12.692079541873856,2.0497773135208504,149305.0,70.58734700033644,54.21091912833604,0,0,0,39770.0,170.0,53.52564102564102,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,693315.7000000003,362.2104666666669,115.32967227839376,-26.140604116546378,2.0497773135208504,149305.0,70.58734700033644,54.21091912833604,4.622104666666669,,,,,2024-03,2024-03,2024,3,1,1,1,1,0,0,C,C,10,random_2y_045_20240305,2,2024-03-05,2026-03-04,1,0,C,45
stage064_A_random_2y_046_20230306,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_046_20230306,random_2y_046_20230306,2023-03-06 random independent start to 2025-03-05,random_2y,2023-03-06,2025-03-05,150000.0,150000.0,0.4,484,220920.00000000003,47.28000000000001,21.375063809108987,-20.28146143437076,7.849479179408488,0.8500063123712743,126335.0,67.79162364168423,50.992659449763416,0,0,0,12270.0,141.0,52.922077922077925,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,220920.00000000003,47.28000000000001,21.375063809108987,-20.28146143437076,0.8500063123712743,126335.0,67.79162364168423,50.992659449763416,1.4728,,,,,2023-03,2023-03,2023,3,1,1,1,1,0,0,A,A,8,random_2y_046_20230306,2,2023-03-06,2025-03-05,1,0,A,46
stage064_B_random_2y_046_20230306,B: Top9+fu（10品种）,stage064_B_random_2y_046_20230306,random_2y_046_20230306,2023-03-06 random independent start to 2025-03-05,random_2y,2023-03-06,2025-03-05,150000.0,150000.0,0.4,484,260095.00000000003,73.39666666666669,31.70499175900881,-29.176060118089108,10.42789126925565,1.019545861067297,131945.0,71.76526830523743,55.65672680883798,0,0,0,17370.0,164.0,54.328358208955216,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,260095.00000000003,73.39666666666669,31.70499175900881,-29.176060118089108,1.019545861067297,131945.0,71.76526830523743,55.65672680883798,1.7339666666666669,,,,,2023-03,2023-03,2023,3,1,1,1,1,0,0,B,B,9,random_2y_046_20230306,2,2023-03-06,2025-03-05,1,0,B,46
stage064_C_random_2y_046_20230306,C: Top10+fu（11品种）,stage064_C_random_2y_046_20230306,random_2y_046_20230306,2023-03-06 random independent start to 2025-03-05,random_2y,2023-03-06,2025-03-05,150000.0,150000.0,0.4,484,357125.00000000006,138.08333333333337,54.34533721543926,-29.873859366612987,13.586987225508905,1.4280946562491916,130645.0,80.26860976470967,57.36115743155783,0,0,0,22100.0,173.0,54.46685878962536,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,357125.00000000006,138.08333333333337,54.34533721543926,-29.873859366612987,1.4280946562491916,130645.0,80.26860976470967,57.36115743155783,2.380833333333334,,,,,2023-03,2023-03,2023,3,1,1,1,1,0,0,C,C,10,random_2y_046_20230306,2,2023-03-06,2025-03-05,1,0,C,46
stage064_A_random_2y_047_20200911,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_047_20200911,random_2y_047_20200911,2020-09-11 random independent start to 2022-09-10,random_2y,2020-09-11,2022-09-09,150000.0,150000.0,0.4,485,997315.5000000002,564.8770000000002,158.6921967831376,-43.75432439864551,21.321327861563812,2.034049966672929,129860.0,62.87319569470859,51.9526803971054,0,0,0,43830.0,226.0,55.873925501432666,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,997315.5000000002,564.8770000000002,158.6921967831376,-43.75432439864551,2.034049966672929,129860.0,62.87319569470859,51.9526803971054,6.648770000000002,,,,,2020-09,2020-09,2020,9,1,1,1,1,1,0,A,A,8,random_2y_047_20200911,2,2020-09-11,2022-09-10,1,0,A,47
stage064_B_random_2y_047_20200911,B: Top9+fu（10品种）,stage064_B_random_2y_047_20200911,random_2y_047_20200911,2020-09-11 random independent start to 2022-09-10,random_2y,2020-09-11,2022-09-09,150000.0,150000.0,0.4,485,1018700.5000000002,579.1336666666668,161.46052250403008,-44.10454927336525,21.397423889443715,2.0559364077193094,129860.0,62.87319569470859,53.89947300440021,0,0,0,44020.0,230.0,56.41025641025641,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,1018700.5000000002,579.1336666666668,161.46052250403008,-44.10454927336525,2.0559364077193094,129860.0,62.87319569470859,53.89947300440021,6.791336666666668,,,,,2020-09,2020-09,2020,9,1,1,1,1,1,0,B,B,9,random_2y_047_20200911,2,2020-09-11,2022-09-10,1,0,B,47
stage064_C_random_2y_047_20200911,C: Top10+fu（11品种）,stage064_C_random_2y_047_20200911,random_2y_047_20200911,2020-09-11 random independent start to 2022-09-10,random_2y,2020-09-11,2022-09-09,150000.0,150000.0,0.4,485,965510.5000000002,543.6736666666668,154.51968482606122,-44.10454927336525,21.631651622447535,2.012333002715225,129860.0,62.87319569470859,53.87917674986573,0,0,0,46000.0,234.0,55.774647887323944,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,965510.5000000002,543.6736666666668,154.51968482606122,-44.10454927336525,2.012333002715225,129860.0,62.87319569470859,53.87917674986573,6.436736666666668,,,,,2020-09,2020-09,2020,9,1,1,1,1,1,0,C,C,10,random_2y_047_20200911,2,2020-09-11,2022-09-10,1,0,C,47
stage064_A_random_2y_048_20230227,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_048_20230227,random_2y_048_20230227,2023-02-27 random independent start to 2025-02-26,random_2y,2023-02-27,2025-02-26,150000.0,150000.0,0.4,484,220920.00000000003,47.28000000000001,21.375063809108987,-20.28146143437076,7.57396641207044,0.8500063123712743,126335.0,67.79162364168423,50.992659449763416,0,0,0,12270.0,141.0,52.922077922077925,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,220920.00000000003,47.28000000000001,21.375063809108987,-20.28146143437076,0.8500063123712743,126335.0,67.79162364168423,50.992659449763416,1.4728,,,,,2023-02,2023-02,2023,2,1,1,1,1,0,0,A,A,8,random_2y_048_20230227,2,2023-02-27,2025-02-26,1,0,A,48
stage064_B_random_2y_048_20230227,B: Top9+fu（10品种）,stage064_B_random_2y_048_20230227,random_2y_048_20230227,2023-02-27 random independent start to 2025-02-26,random_2y,2023-02-27,2025-02-26,150000.0,150000.0,0.4,484,230540.00000000003,53.69333333333335,23.991364068466957,-28.93090315560391,12.421265312015036,0.8311196047485345,130625.0,75.02505526139926,57.20765299369115,0,0,0,15950.0,164.0,54.1033434650456,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,230540.00000000003,53.69333333333335,23.991364068466957,-28.93090315560391,0.8311196047485345,130625.0,75.02505526139926,57.20765299369115,1.5369333333333337,,,,,2023-02,2023-02,2023,2,1,1,1,1,0,0,B,B,9,random_2y_048_20230227,2,2023-02-27,2025-02-26,1,0,B,48
stage064_C_random_2y_048_20230227,C: Top10+fu（11品种）,stage064_C_random_2y_048_20230227,random_2y_048_20230227,2023-02-27 random independent start to 2025-02-26,random_2y,2023-02-27,2025-02-26,150000.0,150000.0,0.4,484,359910.00000000006,139.94000000000003,54.946403224161465,-29.63819368879217,12.578457236430904,1.4507468091154228,129325.0,71.79896636823406,57.76492187658804,0,0,0,22460.0,175.0,54.285714285714285,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,359910.00000000006,139.94000000000003,54.946403224161465,-29.63819368879217,1.4507468091154228,129325.0,71.79896636823406,57.76492187658804,2.3994000000000004,,,,,2023-02,2023-02,2023,2,1,1,1,1,0,0,C,C,10,random_2y_048_20230227,2,2023-02-27,2025-02-26,1,0,C,48
stage064_A_random_2y_049_20230209,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_049_20230209,random_2y_049_20230209,2023-02-09 random independent start to 2025-02-08,random_2y,2023-02-09,2025-02-07,150000.0,150000.0,0.4,483,256795.00000000003,71.19666666666669,30.914536871826503,-20.78709913425192,8.02719496492071,1.086048917640174,129925.0,57.959704729791305,51.161860026797086,0,0,0,13050.0,140.0,53.99361022364217,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,256795.00000000003,71.19666666666669,30.914536871826503,-20.78709913425192,1.086048917640174,129925.0,57.959704729791305,51.161860026797086,1.7119666666666669,,,,,2023-02,2023-02,2023,2,1,1,1,1,0,0,A,A,8,random_2y_049_20230209,2,2023-02-09,2025-02-08,1,0,A,49
stage064_B_random_2y_049_20230209,B: Top9+fu（10品种）,stage064_B_random_2y_049_20230209,random_2y_049_20230209,2023-02-09 random independent start to 2025-02-08,random_2y,2023-02-09,2025-02-07,150000.0,150000.0,0.4,483,269470.0,79.64666666666666,34.1131396810747,-25.73947667804323,8.448767048990561,1.1090343371531597,130550.0,74.43010495945877,55.68198684155022,0,0,0,15810.0,161.0,55.85585585585585,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,269470.0,79.64666666666666,34.1131396810747,-25.73947667804323,1.1090343371531597,130550.0,74.43010495945877,55.68198684155022,1.7964666666666669,,,,,2023-02,2023-02,2023,2,1,1,1,1,0,0,B,B,9,random_2y_049_20230209,2,2023-02-09,2025-02-08,1,0,B,49
stage064_C_random_2y_049_20230209,C: Top10+fu（11品种）,stage064_C_random_2y_049_20230209,random_2y_049_20230209,2023-02-09 random independent start to 2025-02-08,random_2y,2023-02-09,2025-02-07,150000.0,150000.0,0.4,483,386735.00000000006,157.82333333333338,60.725313115642685,-26.672354948805467,11.693141198395864,1.6182861777979596,128910.0,71.06555312861363,56.371095916210216,0,0,0,20700.0,170.0,55.52407932011331,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,386735.00000000006,157.82333333333338,60.725313115642685,-26.672354948805467,1.6182861777979596,128910.0,71.06555312861363,56.371095916210216,2.578233333333334,,,,,2023-02,2023-02,2023,2,1,1,1,1,0,0,C,C,10,random_2y_049_20230209,2,2023-02-09,2025-02-08,1,0,C,49
stage064_A_random_2y_050_20180521,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_050_20180521,random_2y_050_20180521,2018-05-21 random independent start to 2020-05-20,random_2y,2018-05-21,2020-05-20,150000.0,150000.0,0.4,487,340049.9,126.69993333333336,50.607786653131946,-20.25464339554211,7.418913439170711,1.6118777669247086,136107.70000000007,74.6460645367816,54.46554066709858,0,0,0,16260.0,150.0,53.71900826446281,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,340049.9,126.69993333333336,50.607786653131946,-20.25464339554211,1.6118777669247086,136107.70000000007,74.6460645367816,54.46554066709858,2.2669993333333336,,,,,2018-05,2018-05,2018,5,1,1,1,1,0,0,A,A,8,random_2y_050_20180521,2,2018-05-21,2020-05-20,1,0,A,50
stage064_B_random_2y_050_20180521,B: Top9+fu（10品种）,stage064_B_random_2y_050_20180521,random_2y_050_20180521,2018-05-21 random independent start to 2020-05-20,random_2y,2018-05-21,2020-05-20,150000.0,150000.0,0.4,487,340049.9,126.69993333333336,50.607786653131946,-20.25464339554211,7.418913439170711,1.6118777669247086,136107.70000000007,74.6460645367816,54.46554066709858,0,0,0,16260.0,150.0,53.71900826446281,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,340049.9,126.69993333333336,50.607786653131946,-20.25464339554211,1.6118777669247086,136107.70000000007,74.6460645367816,54.46554066709858,2.2669993333333336,,,,,2018-05,2018-05,2018,5,1,1,1,1,0,0,B,B,9,random_2y_050_20180521,2,2018-05-21,2020-05-20,1,0,B,50
stage064_C_random_2y_050_20180521,C: Top10+fu（11品种）,stage064_C_random_2y_050_20180521,random_2y_050_20180521,2018-05-21 random independent start to 2020-05-20,random_2y,2018-05-21,2020-05-20,150000.0,150000.0,0.4,487,340049.9,126.69993333333336,50.607786653131946,-20.25464339554211,7.418913439170711,1.6118777669247086,136107.70000000007,74.6460645367816,54.46554066709858,0,0,0,16260.0,150.0,53.71900826446281,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,340049.9,126.69993333333336,50.607786653131946,-20.25464339554211,1.6118777669247086,136107.70000000007,74.6460645367816,54.46554066709858,2.2669993333333336,,,,,2018-05,2018-05,2018,5,1,1,1,1,0,0,C,C,10,random_2y_050_20180521,2,2018-05-21,2020-05-20,1,0,C,50
stage064_A_random_2y_051_20201110,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_051_20201110,random_2y_051_20201110,2020-11-10 random independent start to 2022-11-09,random_2y,2020-11-10,2022-11-09,150000.0,150000.0,0.4,486,919414.0,512.9426666666666,148.03903294777413,-44.40699301696528,22.590906923061286,1.9657310335195743,150000.0,63.05953872928277,50.99756678867276,0,0,0,43310.0,207.0,55.66037735849056,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,919414.0,512.9426666666666,148.03903294777413,-44.40699301696528,1.9657310335195743,150000.0,63.05953872928277,50.99756678867276,6.129426666666666,,,,,2020-11,2020-11,2020,11,1,1,1,1,1,0,A,A,8,random_2y_051_20201110,2,2020-11-10,2022-11-09,1,0,A,51
stage064_B_random_2y_051_20201110,B: Top9+fu（10品种）,stage064_B_random_2y_051_20201110,random_2y_051_20201110,2020-11-10 random independent start to 2022-11-09,random_2y,2020-11-10,2022-11-09,150000.0,150000.0,0.4,486,883339.0,488.8926666666666,143.1141804999563,-45.47368349409718,23.352870834708895,1.9444146673090204,150000.0,63.05953872928277,52.31522520750217,0,0,0,42900.0,211.0,55.7632398753894,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,883339.0,488.8926666666666,143.1141804999563,-45.47368349409718,1.9444146673090204,150000.0,63.05953872928277,52.31522520750217,5.888926666666666,,,,,2020-11,2020-11,2020,11,1,1,1,1,1,0,B,B,9,random_2y_051_20201110,2,2020-11-10,2022-11-09,1,0,B,51
stage064_C_random_2y_051_20201110,C: Top10+fu（11品种）,stage064_C_random_2y_051_20201110,random_2y_051_20201110,2020-11-10 random independent start to 2022-11-09,random_2y,2020-11-10,2022-11-09,150000.0,150000.0,0.4,486,823699.0,449.1326666666667,134.74676967261624,-47.69781213802205,24.12981782991363,1.866544173381253,150000.0,63.05953872928277,52.31522520750217,0,0,0,45560.0,219.0,54.65465465465466,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,823699.0,449.1326666666667,134.74676967261624,-47.69781213802205,1.866544173381253,150000.0,63.05953872928277,52.31522520750217,5.491326666666667,,,,,2020-11,2020-11,2020,11,1,1,1,1,1,0,C,C,10,random_2y_051_20201110,2,2020-11-10,2022-11-09,1,0,C,51
stage064_A_random_2y_052_20190419,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_2y_052_20190419,random_2y_052_20190419,2019-04-19 random independent start to 2021-04-18,random_2y,2019-04-19,2021-04-16,150000.0,150000.0,0.4,485,1009756.6999999998,573.1711333333333,160.30628911604688,-24.619195963052697,6.400974058183338,2.6311853179293747,139279.0,80.96692527562271,59.83768344901543,0,0,0,38180.0,211.0,58.65102639296188,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1009756.6999999998,573.1711333333333,160.30628911604688,-24.619195963052697,2.6311853179293747,139279.0,80.96692527562271,59.83768344901543,6.731711333333332,,,,,2019-04,2019-04,2019,4,1,1,1,1,0,0,A,A,8,random_2y_052_20190419,2,2019-04-19,2021-04-18,1,0,A,52
stage064_B_random_2y_052_20190419,B: Top9+fu（10品种）,stage064_B_random_2y_052_20190419,random_2y_052_20190419,2019-04-19 random independent start to 2021-04-18,random_2y,2019-04-19,2021-04-16,150000.0,150000.0,0.4,485,1009756.6999999998,573.1711333333333,160.30628911604688,-24.619195963052697,6.400974058183338,2.6311853179293747,139279.0,80.96692527562271,59.83768344901543,0,0,0,38180.0,211.0,58.65102639296188,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1009756.6999999998,573.1711333333333,160.30628911604688,-24.619195963052697,2.6311853179293747,139279.0,80.96692527562271,59.83768344901543,6.731711333333332,,,,,2019-04,2019-04,2019,4,1,1,1,1,0,0,B,B,9,random_2y_052_20190419,2,2019-04-19,2021-04-18,1,0,B,52
