entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_volume_ratio_threshold,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
304,2024-07-22 00:00:00+08:00,2024-07-22,lh.DCE,lh2409.DCE,long,long_case2,base,flat_entry,regular,risk_budget,10262767.3,0.0,9236490.57,7183937.11,10262767.3,10262767.3,0,1000000.0,1500000.0,1500000.0,0.0,0.0956222887605596,0.6958514082629357,10262767.3,9236490.57,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,18670.0,18395.0,55570.0,56303.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,81.54963153202243,60.0,40.0,0,60,,0.8,0.2,0.0956222887605596,-1.0,0,0,0,0,,28,28,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,410169.0,399948.0,0,17960.0,18670.0,0.0395322939866369,1,0,1.0,volume_not_expanding,166256.83026,166256.83026,18670.0,,18670.0,18310.0,360.0,16,5760.0,161280.0,0.12,35846.4,1003699.2,1003699.2,28,1,lh.DCE,0.25,2565691.825,0.0,71,28,28,0,1.0,0.0,28,28,28,257,200,28,28,0,9236490.57,9236490.57,28,28,28,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0956222887605596,11347877.3,0,1.0,0.0,60,0.6,0,1,0.0,0.0956222887605596,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
305,2024-07-25 00:00:00+08:00,2024-07-25,ru.SHFE,ru2409.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,10242607.3,999129.6,9218346.57,7169825.11,10242607.3,10242607.3,0,1000000.0,1500000.0,1500000.0,0.0975464128161976,0.0973988324671081,0.6840077835526122,9243477.7,8219216.970000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,14250.0,14545.0,179523.0,186665.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,31.476651481706583,60.0,40.0,0,60,,0.8,0.2,0.0973988324671081,-1.0,0,0,0,0,,51,51,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,2262236.0,2729027.0,0,15485.0,14250.0,-0.0797546012269938,1,0,1.0,volume_not_expanding,147945.90546,147945.90546,14250.0,,14250.0,14535.0,285.0,10,2850.0,145350.0,0.12,17100.0,872100.0,1871229.6,51,1,ru.SHFE,0.25,2560651.825,0.0,149,51,51,0,1.0,0.0,51,51,51,480,419,51,51,0,9218346.57,8219216.970000001,51,51,51,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0973988324671081,11347877.3,0,1.0,0.0,60,0.6,0,1,0.0,0.0973988324671081,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
306,2024-08-02 00:00:00+08:00,2024-08-02,lh.DCE,lh2409.DCE,long,long_case1a,base,flat_entry,open_interest_decline,risk_budget,9958857.3,880362.0,8962971.57,6971200.11,9958857.3,9958857.3,0,1000000.0,1500000.0,1500000.0,0.0883999010609379,0.1224035088923635,0.5173099407175766,9078495.3,8082609.57,0.7,"1.0,1.0,1.0,1.0",0.025,1.0,1,0,not_confirmed,1.0,2.0,1.0,18965.0,18605.0,42750.0,45106.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,75.32368754110875,60.0,40.0,0,60,,0.8,0.2,0.1224035088923635,-1.0,0,0,0,0,,33,33,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,365136.0,408300.0,0,17475.0,18965.0,0.0852646638054364,1,0,1.0,volume_not_expanding,202065.23925,202065.23925,18965.0,,18965.0,18585.7,379.2999999999993,16,6068.799999999988,200270.3999999996,0.12,36412.8,1201622.4,2081984.4,33,1,lh.DCE,0.25,2489714.325,0.0,68,33,33,0,1.0,0.0,33,33,33,221,191,33,33,0,8962971.57,8082609.57,33,33,33,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1224035088923635,11347877.3,0,1.0,0.0,60,0.6,0,1,0.0,0.1224035088923635,1,1.0,0,0,0.0,0.0,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
307,2024-08-06 00:00:00+08:00,2024-08-06,lh.DCE,lh2411.DCE,long,rollover_reopen,base,rollover_reopen,open_interest_decline,risk_budget,9977517.3,0.0,8979765.57,6984262.11,9977517.3,9977517.3,0,1000000.0,1500000.0,1500000.0,0.0,0.1207591484973141,0.5282723433512392,9977517.3,8979765.57,0.7,"1.0,1.0,1.0,1.0",0.025,1.0,1,0,not_confirmed,1.0,2.0,1.0,17850.0,17971.84300341297,64774.0,47883.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.1207591484973141,-1.0,0,0,0,0,,72,72,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,352053.0,407960.0,0,16167.629299028617,17850.0,0.1040579710144926,1,0,1.0,volume_not_expanding,224494.13925,224494.13925,17850.0,,17850.0,17815.0,35.0,16,560.0,18480.0,0.12,34272.0,1130976.0,1130976.0,33,1,lh.DCE,0.25,2494379.325,0.0,72,203,72,0,1.0,0.0,72,72,400,262,203,72,72,0,8979765.57,8979765.57,72,72,72,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.1207591484973141,11347877.3,0,1.0,0.0,60,0.6,0,1,0.1,0.1207591484973141,0,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
308,2024-08-22 00:00:00+08:00,2024-08-22,ru.SHFE,ru2501.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,10497597.3,0.0,9447837.57,7348318.11,10497597.3,10497597.3,0,1000000.0,1500000.0,1500000.0,0.0,0.0749285507343298,0.8338096617711342,10497597.3,9447837.57,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,16210.0,16290.0,163242.0,161882.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,67.45349421136225,60.0,40.0,0,60,,0.8,0.2,0.0749285507343298,-1.0,0,0,0,0,,134,134,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,3233725.0,1636242.0,0,15860.0,16210.0,0.0220680958385877,1,0,1.0,volume_not_expanding,170061.07626,170061.07626,16210.0,,16210.0,16155.0,55.0,10,550.0,73700.0,0.12,19452.0,2606568.0,2606568.0,134,1,ru.SHFE,0.25,2624399.325,0.0,134,309,134,0,1.0,0.0,134,134,309,485,377,134,134,0,9447837.57,9447837.57,134,134,134,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0749285507343298,11347877.3,0,1.0,0.0,60,0.6,0,1,0.0,0.0749285507343298,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
309,2024-09-03 00:00:00+08:00,2024-09-03,fu.SHFE,fu2411.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,10953197.3,0.0,9857877.57,7667238.11,10953197.3,10953197.3,0,1000000.0,1500000.0,1500000.0,0.0,0.0399340954195057,1.0,10953197.3,9857877.57,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,2908.0,2886.0,232139.0,187363.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,32.58640620739619,60.0,40.0,0,60,,0.8,0.2,0.0399340954195057,-1.0,0,0,0,0,,500,500,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,5982442.0,4295353.0,0,3269.0,2908.0,-0.1104313245640868,1,0,1.0,volume_not_expanding,177441.79626,177441.79626,2908.0,,2908.0,2918.0,10.0,10,100.0,50000.0,0.15,4362.0,2181000.0,2181000.0,500,1,fu.SHFE,0.25,2738299.325,0.0,627,500,500,0,1.0,0.0,500,500,1774,2259,1757,500,500,0,9857877.57,9857877.57,500,500,500,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0399340954195057,11408797.3,0,1.0,0.0,60,0.6,0,1,0.0,0.0399340954195057,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
310,2024-09-11 00:00:00+08:00,2024-09-11,ru.SHFE,ru2501.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,12163197.3,2046750.0,10946877.57,8514238.11,12163197.3,12163197.3,0,1000000.0,1500000.0,1500000.0,0.1682740113078655,0.0049086992975234,1.0,10116447.3,8900127.57,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,16745.0,16780.0,184272.0,186329.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,63.52229405334927,60.0,40.0,0,60,,0.8,0.2,0.0049086992975234,-1.0,0,0,0,0,,139,139,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,4464776.0,3411727.0,0,15520.0,16745.0,0.078930412371134,1,0,1.0,volume_not_expanding,160202.29626,160202.29626,16745.0,,16745.0,16630.0,115.0,10,1150.0,159850.0,0.12,20094.0,2793066.0,4839816.0,139,1,ru.SHFE,0.25,3040799.325,0.0,151,139,139,0,1.0,0.0,139,139,139,442,423,139,139,0,10946877.57,8900127.57,139,139,139,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0049086992975234,12223197.3,0,1.0,0.0,60,0.6,0,1,0.0,0.0049086992975234,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
311,2024-09-18 00:00:00+08:00,2024-09-18,au.SHFE,au2410.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,13761547.3,2954862.0,12385392.57,9633083.11,13761547.3,13761547.3,0,1000000.0,1500000.0,1500000.0,0.2147187329727086,0.0,1.0,10806685.3,9430530.57,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,582.98,583.58,72187.0,71303.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,72.33223238230669,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,59,59,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1504575.0,1999303.0,0,559.94,582.98,0.0411472657784761,1,0,1.0,volume_not_expanding,169749.55026,169749.55026,582.98,,582.98,582.62,0.3600000000000136,1000,360.00000000001364,21240.000000000804,0.1,58298.0,3439582.0,6394444.0,59,1,au.SHFE,0.25,3440386.825,0.0,59,161,59,0,1.0,0.0,59,59,471,161,165,59,59,0,12385392.57,9430530.57,59,59,59,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,13761547.3,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,1,1,-0.0550709210103965,-0.0550709210103965,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
312,2024-10-16 00:00:00+08:00,2024-10-16,au.SHFE,au2412.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,12001427.300000004,0.0,10801284.570000004,8400999.110000003,12001427.300000004,12001427.300000004,0,1000000.0,1500000.0,1500000.0,0.0,0.1467967738791163,0.3546881741392243,12001427.300000004,10801284.570000004,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,611.98,603.64,194569.0,196568.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,81.64140882602658,60.0,40.0,0,60,,0.8,0.2,0.1467967738791163,-1.0,0,0,0,0,,22,22,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1861811.0,1361102.0,0,577.98,611.98,0.0588255648984394,1,0,1.0,volume_not_expanding,194423.1222600001,194423.1222600001,611.98,,611.98,603.18,8.800000000000068,1000,8800.00000000007,193600.0000000015,0.1,61198.0,1346356.0,1346356.0,22,1,au.SHFE,0.25,3000356.825000001,0.0,49,22,22,0,1.0,0.0,22,22,22,176,137,22,22,0,10801284.570000004,10801284.570000004,22,22,22,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1467967738791163,14066317.300000008,0,1.0,0.0,60,0.6,0,1,0.0,0.1467967738791163,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
313,2024-10-25 00:00:00+08:00,2024-10-25,si.GFEX,si2412.GFEX,long,long_case1a,base,flat_entry,regular,risk_budget,12313387.300000004,1374384.0,11082048.570000002,8619371.110000001,12313387.300000004,12313387.300000004,0,1000000.0,1500000.0,1500000.0,0.1116170527666257,0.1246189718754605,0.5025401874969295,10939003.300000004,9707664.570000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,13155.0,12865.0,163583.0,166800.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,70.04420333658484,60.0,40.0,0,60,,0.8,0.2,0.1246189718754605,-1.0,0,0,0,0,,132,132,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,2225790.0,1130822.0,0,12520.0,13155.0,0.0507188498402555,1,0,1.0,volume_not_expanding,174737.96226000003,174737.96226000003,13155.0,,13155.0,12891.9,263.10000000000036,5,1315.5000000000018,173646.00000000023,0.12,7893.0,1041876.0,2416260.0,132,1,si.GFEX,0.25,3078346.8250000007,0.0,390,132,132,0,1.0,0.0,132,132,132,1229,1092,132,132,0,11082048.570000002,9707664.570000002,132,132,132,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1246189718754605,14066317.300000008,0,1.0,0.0,60,0.6,0,1,0.0,0.1246189718754605,1,1.0,1,1,-0.0377485363961082,-0.0377485363961082,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
314,2024-10-30 00:00:00+08:00,2024-10-30,AP.CZCE,AP501.CZCE,long,long_case2,base,flat_entry,volume_open_interest_surge,risk_budget,12348587.300000004,1404964.0,11113728.570000002,8644011.110000001,12348587.300000004,12348587.300000004,0,1000000.0,1500000.0,1500000.0,0.1137752818089563,0.122116540055584,0.5192230662961065,10943623.300000004,9708764.570000002,0.7,"1.0,1.0,1.0,1.0",0.06,1.0,1,0,not_confirmed,1.0,2.0,1.0,7532.0,6980.0,131918.0,131964.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,88.69407274116206,60.0,40.0,0,60,,0.8,0.2,0.122116540055584,-1.0,0,0,0,0,,341,341,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1470751.0,1004183.0,0,6601.0,7532.0,0.1410392364793213,1,0,1.0,volume_not_expanding,582525.8742000001,582525.8742000001,7532.0,,7532.0,7381.36,150.64000000000033,10,1506.4000000000033,513682.40000000113,0.12,9038.4,3082094.4,4487058.4,341,1,AP.CZCE,0.25,3087146.8250000007,0.0,341,386,341,0,1.0,0.0,341,341,386,1074,956,341,341,0,11113728.570000002,9708764.570000002,341,341,341,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.122116540055584,14066317.300000008,0,1.0,0.0,60,0.6,0,1,0.0,0.122116540055584,1,1.0,1,1,0.2966766207643272,0.2966766207643272,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
315,2024-11-01 00:00:00+08:00,2024-11-01,SA.CZCE,SA501.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,12483557.300000004,4518628.4,11235201.570000004,8738490.110000003,12483557.300000004,12483557.300000004,0,1000000.0,1500000.0,1500000.0,0.3619664084050785,0.1125212780462447,0.5831914796917016,7964928.900000004,6716573.170000004,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,1539.0,1575.0,1240117.0,1242014.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,51.10652125308312,60.0,40.0,0,60,,0.8,0.2,0.1125212780462447,-1.0,0,0,0,0,,377,377,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,22098331.0,35767089.0,0,1409.0,1539.0,0.092264017033357,1,0,1.0,volume_not_expanding,120898.31706000006,120898.31706000006,1539.0,,1539.0,1523.0,16.0,20,320.0,120640.0,0.12,3693.6,1392487.2,5911115.600000001,377,1,SA.CZCE,0.25,3120889.325000001,0.0,844,377,377,0,1.0,0.0,377,377,377,1818,2365,377,377,0,11235201.570000004,6716573.170000004,377,377,377,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1125212780462447,14066317.300000008,0,1.0,0.0,60,0.6,0,1,0.0,0.1125212780462447,1,1.0,2,2,0.2151244158102752,0.1112942444970229,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
316,2024-11-05 00:00:00+08:00,2024-11-05,MA.CZCE,MA501.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,11907967.300000004,3093552.0,10717170.570000004,8335577.110000002,11907967.300000004,11907967.300000004,0,1000000.0,1500000.0,1500000.0,0.2597884191368244,0.1534410147281408,0.3103932351457277,8814415.300000004,7623618.570000004,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,2501.0,2476.0,608644.0,615698.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,63.87675850054318,60.0,40.0,0,60,,0.8,0.2,0.1534410147281408,-1.0,0,0,0,0,,500,500,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,5333324.0,6232869.0,0,2383.0,2501.0,0.0495174150230801,1,0,1.0,volume_not_expanding,137225.13426000005,137225.13426000005,2501.0,,2501.0,2478.0,23.0,10,230.0,115000.0,0.12,3001.2,1500600.0,4594152.0,500,1,MA.CZCE,0.25,2976991.825000001,0.0,991,500,500,0,1.0,0.0,500,500,596,2540,2777,500,500,0,10717170.570000004,7623618.570000004,500,500,500,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1534410147281408,14066317.300000008,0,1.0,0.0,60,0.6,0,1,0.0,0.1534410147281408,1,1.0,1,1,-0.095471772099849,-0.095471772099849,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
317,2024-11-15 00:00:00+08:00,2024-11-15,ru.SHFE,ru2501.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,12488627.300000004,4680031.199999999,11239764.570000004,8742039.110000003,12488627.300000004,12488627.300000004,0,1000000.0,1500000.0,1500000.0,0.3747434435808647,0.1121608425540068,0.5855943829732877,7808596.100000005,6559733.370000005,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,17650.0,17620.0,155195.0,155831.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,33.54832310800674,60.0,40.0,0,60,,0.8,0.2,0.1121608425540068,-1.0,0,0,0,0,,90,90,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,2645986.0,3471558.0,0,18555.0,17650.0,-0.0487739153866881,1,0,1.0,volume_not_expanding,118075.20066000008,118075.20066000008,17650.0,,17650.0,17780.0,130.0,10,1300.0,117000.0,0.12,21180.0,1906200.0,6586231.199999999,90,1,ru.SHFE,0.25,3122156.825000001,0.0,147,90,90,0,1.0,0.0,90,90,90,309,412,90,90,0,11239764.570000004,6559733.370000005,90,90,90,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1121608425540068,14066317.300000008,0,1.0,0.0,60,0.6,0,1,0.0,0.1121608425540068,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
