diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_atr_long_enabled,long_signal_range_atr_short_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_require_recent_stall,long_signal_range_recent_gain_lookback,long_signal_range_recent_gain_atr_multiplier,long_signal_range_enable_ordered_drawdown_filter,long_signal_range_ordered_drawdown_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_recent_gain,long_signal_range_directional_recent_move,long_signal_range_recent_gain_atr_threshold,long_signal_range_recent_stall_condition_met,long_signal_range_expansion_stall_condition_met,long_signal_range_ordered_drawdown_peak,long_signal_range_ordered_drawdown_trough,long_signal_range_ordered_drawdown_value,long_signal_range_ordered_drawdown_atr_threshold,long_signal_range_ordered_drawdown_peak_index,long_signal_range_ordered_drawdown_trough_index,long_signal_range_ordered_drawdown_peak_history_index,long_signal_range_ordered_drawdown_trough_history_index,long_signal_range_ordered_drawdown_condition_met,long_signal_range_ordered_move_kind,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
616,2024-01-30 00:00:00+08:00,2024-01-30,jm2405.DCE,jm.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1874.0,1750.0,124.0,48.8,146.39999999999998,-84.0,84.0,24.4,0,0,1874.0,1762.0,112.0,195.2,6,1,37,32,0,rebound,0,range_not_above_threshold,0,45,45,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
617,2024-01-31 00:00:00+08:00,2024-01-31,ru2405.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,13920.0,13345.0,575.0,168.0,504.0,-140.0,140.0,84.0,0,0,13790.0,13345.0,445.0,672.0,5,3,36,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,103,103,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
618,2024-01-31 00:00:00+08:00,2024-01-31,sp2405.SHFE,sp.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5824.0,5608.0,216.0,90.0,270.0,-64.0,64.0,45.0,0,0,5824.0,5608.0,216.0,360.0,6,2,37,33,0,rebound,0,range_not_above_threshold,0,196,196,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
619,2024-02-01 00:00:00+08:00,2024-02-01,OI405.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,8139.0,7613.0,526.0,135.2,405.59999999999997,-100.0,100.0,67.6,0,0,8139.0,7876.0,263.0,540.8,3,2,34,33,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,179,179,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
620,2024-02-01 00:00:00+08:00,2024-02-01,lc2407.GFEX,lc.GFEX,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,103400.0,98000.0,5400.0,2550.0,7650.0,-2350.0,2350.0,1275.0,0,0,103400.0,98550.0,4850.0,10200.0,4,1,35,32,0,rebound,0,range_not_above_threshold,0,138,138,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
621,2024-02-05 00:00:00+08:00,2024-02-05,SH405.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2829.0,2655.0,174.0,43.8,131.39999999999998,-16.0,16.0,21.9,1,1,2712.0,2655.0,57.0,175.2,9,8,40,39,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,172,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
622,2024-02-05 00:00:00+08:00,2024-02-05,SM405.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,6486.0,6252.0,234.0,74.0,222.0,-108.0,108.0,37.0,0,0,6486.0,6348.0,138.0,296.0,4,0,35,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,445,445,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
623,2024-02-06 00:00:00+08:00,2024-02-06,au2404.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,485.18,476.32,8.860000000000014,2.9480000000000133,8.84400000000004,-2.17999999999995,-2.17999999999995,1.4740000000000066,1,1,485.18,479.76,5.420000000000016,11.792000000000053,8,9,39,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,34,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
624,2024-02-07 00:00:00+08:00,2024-02-07,MA405.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2533.0,2420.0,113.0,35.4,106.19999999999999,61.0,61.0,17.7,0,0,2489.0,2420.0,69.0,141.6,3,8,34,39,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,164,164,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
625,2024-02-08 00:00:00+08:00,2024-02-08,lh2403.DCE,lh.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14275.0,13455.0,820.0,214.0,642.0,-85.0,85.0,107.0,1,1,14275.0,13945.0,330.0,856.0,1,0,32,31,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,55,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
626,2024-02-19 00:00:00+08:00,2024-02-19,SA405.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2038.0,1815.0,223.0,56.0,168.0,-99.0,99.0,28.0,0,0,2002.0,1897.0,105.0,224.0,4,3,35,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,178,178,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
627,2024-02-20 00:00:00+08:00,2024-02-20,FG405.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1879.0,1681.0,198.0,52.4,157.2,-135.0,135.0,26.2,0,0,1846.0,1754.0,92.0,209.6,7,5,38,36,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,388,388,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
628,2024-02-21 00:00:00+08:00,2024-02-21,fu2405.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3174.0,2971.0,203.0,48.8,146.39999999999998,36.0,36.0,24.4,0,0,3174.0,2971.0,203.0,195.2,0,3,31,34,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,343,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
629,2024-02-22 00:00:00+08:00,2024-02-22,cu2404.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,70060.0,67680.0,2380.0,536.0,1608.0,830.0,830.0,268.0,0,0,70060.0,67680.0,2380.0,2144.0,0,5,31,36,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,38,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
630,2024-03-04 00:00:00+08:00,2024-03-04,au2404.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,490.86,478.52,12.340000000000032,1.9799999999999955,5.939999999999987,8.82000000000005,8.82000000000005,0.9899999999999978,0,0,482.08,478.52,3.5600000000000023,7.919999999999982,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
631,2024-03-04 00:00:00+08:00,2024-03-04,fu2405.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3196.0,3051.0,145.0,47.0,141.0,48.0,48.0,23.5,0,0,3150.0,3051.0,99.0,188.0,2,4,33,35,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,337,337,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
632,2024-03-05 00:00:00+08:00,2024-03-05,rb2405.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3848.0,3709.0,139.0,55.4,166.2,-65.0,65.0,27.7,0,0,3828.0,3734.0,94.0,221.6,4,0,35,31,0,rebound,0,range_not_above_threshold,0,315,315,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
633,2024-03-07 00:00:00+08:00,2024-03-07,cu2404.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,69580.0,68580.0,1000.0,362.0,1086.0,330.0,330.0,181.0,0,0,69550.0,68580.0,970.0,1448.0,0,4,31,35,0,drawdown,0,range_not_above_threshold,0,36,36,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
634,2024-03-12 00:00:00+08:00,2024-03-12,lc2407.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,125000.0,107150.0,17850.0,5320.0,15960.0,6850.0,6850.0,2660.0,0,0,125000.0,109400.0,15600.0,21280.0,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,81,81,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
635,2024-03-13 00:00:00+08:00,2024-03-13,lh2405.DCE,lh.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,15340.0,14605.0,735.0,221.0,663.0,5.0,5.0,110.5,1,1,15340.0,15055.0,285.0,884.0,8,9,39,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,51,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
636,2024-03-14 00:00:00+08:00,2024-03-14,OI405.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8266.0,7795.0,471.0,99.6,298.79999999999995,158.0,158.0,49.8,0,0,7920.0,7801.0,119.0,398.4,1,2,32,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,152,152,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
637,2024-03-14 00:00:00+08:00,2024-03-14,lc2407.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,125000.0,109400.0,15600.0,4060.0,12180.0,-4300.0,-4300.0,2030.0,1,1,125000.0,109400.0,15600.0,16240.0,1,3,32,34,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
638,2024-03-18 00:00:00+08:00,2024-03-18,MA405.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2578.0,2475.0,103.0,44.6,133.8,65.0,65.0,22.3,0,0,2568.0,2495.0,73.0,178.4,5,6,36,37,0,drawdown,0,range_not_above_threshold,0,389,389,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
639,2024-03-25 00:00:00+08:00,2024-03-25,SH405.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2730.0,2564.0,166.0,57.2,171.60000000000002,-98.0,98.0,28.6,0,0,2730.0,2636.0,94.0,228.8,5,4,36,35,0,rebound,0,range_not_above_threshold,0,94,94,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
640,2024-03-28 00:00:00+08:00,2024-03-28,jm2405.DCE,jm.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1685.0,1538.0,147.0,57.3,171.89999999999998,-77.0,77.0,28.65,0,0,1685.0,1542.0,143.0,229.2,6,1,37,32,0,rebound,0,range_not_above_threshold,0,88,88,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
641,2024-03-29 00:00:00+08:00,2024-03-29,hc2405.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3849.0,3621.0,228.0,68.2,204.60000000000002,-110.0,110.0,34.1,0,0,3849.0,3621.0,228.0,272.8,5,0,36,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,178,178,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
642,2024-04-02 00:00:00+08:00,2024-04-02,cu2405.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,73530.0,71640.0,1890.0,712.0,2136.0,730.0,730.0,356.0,0,0,73530.0,71640.0,1890.0,2848.0,1,6,32,37,0,drawdown,0,range_not_above_threshold,0,43,43,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
643,2024-04-03 00:00:00+08:00,2024-04-03,lh2409.DCE,lh.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,18265.0,17325.0,940.0,278.0,834.0,715.0,715.0,139.0,0,0,17940.0,17405.0,535.0,1112.0,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,27,27,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
644,2024-04-16 00:00:00+08:00,2024-04-16,MA409.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2536.0,2416.0,120.0,33.2,99.60000000000001,45.0,45.0,16.6,0,0,2471.0,2422.0,49.0,132.8,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
645,2024-04-17 00:00:00+08:00,2024-04-17,si2406.GFEX,si.GFEX,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,12345.0,11675.0,670.0,220.0,660.0,-500.0,500.0,110.0,0,0,12345.0,11945.0,400.0,880.0,4,2,35,33,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,159,159,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
646,2024-04-22 00:00:00+08:00,2024-04-22,CF409.CZCE,CF.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,16515.0,15740.0,775.0,197.0,591.0,-230.0,230.0,98.5,0,0,16515.0,16330.0,185.0,788.0,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,169,169,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
647,2024-04-23 00:00:00+08:00,2024-04-23,SM409.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,6778.0,6258.0,520.0,102.8,308.4,182.0,182.0,51.4,0,0,6338.0,6258.0,80.0,411.2,1,2,32,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,458,458,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
648,2024-04-25 00:00:00+08:00,2024-04-25,CF409.CZCE,CF.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,16470.0,15650.0,820.0,158.0,474.0,-170.0,170.0,79.0,0,0,15930.0,15740.0,190.0,632.0,7,6,38,37,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,234,234,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
649,2024-04-29 00:00:00+08:00,2024-04-29,CF409.CZCE,CF.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,16470.0,15635.0,835.0,147.0,441.0,-40.0,40.0,73.5,1,1,15930.0,15740.0,190.0,588.0,5,4,36,35,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,250,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
650,2024-05-06 00:00:00+08:00,2024-05-06,FG409.CZCE,FG.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1606.0,1465.0,141.0,49.6,148.8,16.0,16.0,24.8,1,0,1596.0,1521.0,75.0,198.4,5,8,36,39,0,drawdown,0,range_not_above_threshold,0,213,213,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
651,2024-05-06 00:00:00+08:00,2024-05-06,OI409.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8606.0,7912.0,694.0,180.6,541.8,178.0,178.0,90.3,0,0,8504.0,8240.0,264.0,722.4,5,6,36,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,148,148,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
652,2024-05-07 00:00:00+08:00,2024-05-07,MA409.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2620.0,2486.0,134.0,29.6,88.80000000000001,21.0,21.0,14.8,0,0,2620.0,2486.0,134.0,118.4,0,4,31,35,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
653,2024-05-17 00:00:00+08:00,2024-05-17,cu2407.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,84500.0,79530.0,4970.0,1414.0,4242.0,1710.0,1710.0,707.0,0,0,81860.0,79530.0,2330.0,5656.0,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,38,38,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
654,2024-05-20 00:00:00+08:00,2024-05-20,SA409.CZCE,SA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2392.0,2091.0,301.0,83.2,249.60000000000002,248.0,248.0,41.6,0,0,2300.0,2091.0,209.0,332.8,0,6,31,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,303,303,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
655,2024-05-20 00:00:00+08:00,2024-05-20,au2408.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,582.44,547.1,35.34000000000003,5.503999999999996,16.511999999999986,19.82000000000005,19.82000000000005,2.751999999999998,0,0,562.36,554.38,7.980000000000018,22.015999999999984,4,5,35,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,24,24,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
656,2024-05-21 00:00:00+08:00,2024-05-21,FG409.CZCE,FG.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1682.0,1552.0,130.0,39.2,117.60000000000001,66.0,66.0,19.6,0,0,1646.0,1552.0,94.0,156.8,2,5,33,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,219,219,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
657,2024-05-21 00:00:00+08:00,2024-05-21,rb2410.SHFE,rb.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3759.0,3607.0,152.0,57.2,171.60000000000002,43.0,43.0,28.6,0,0,3732.0,3607.0,125.0,228.8,0,5,31,36,0,drawdown,0,range_not_above_threshold,0,457,457,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
658,2024-05-22 00:00:00+08:00,2024-05-22,SM409.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9192.0,8110.0,1082.0,496.8,1490.4,498.0,498.0,248.4,0,0,9192.0,8110.0,1082.0,1987.2,3,5,34,36,0,drawdown,0,range_not_above_threshold,0,141,141,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
659,2024-05-27 00:00:00+08:00,2024-05-27,si2407.GFEX,si.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,12985.0,11660.0,1325.0,348.0,1044.0,370.0,370.0,174.0,0,0,12130.0,11660.0,470.0,1392.0,0,2,31,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,209,209,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
660,2024-05-29 00:00:00+08:00,2024-05-29,OI409.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9061.0,8675.0,386.0,174.8,524.4000000000001,195.0,195.0,87.4,0,0,9046.0,8752.0,294.0,699.2,5,7,36,38,0,drawdown,0,range_not_above_threshold,0,89,89,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
661,2024-05-30 00:00:00+08:00,2024-05-30,lc2407.GFEX,lc.GFEX,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,109450.0,103500.0,5950.0,2620.0,7860.0,-200.0,200.0,1310.0,1,0,108500.0,103500.0,5000.0,10480.0,6,4,37,35,0,rebound,0,range_not_above_threshold,0,92,92,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
662,2024-06-04 00:00:00+08:00,2024-06-04,AP410.CZCE,AP.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,7636.0,7119.0,517.0,127.4,382.20000000000005,-317.0,317.0,63.7,0,0,7636.0,7450.0,186.0,509.6,3,1,34,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,322,322,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
663,2024-06-07 00:00:00+08:00,2024-06-07,ru2409.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,16070.0,14850.0,1220.0,420.0,1260.0,1015.0,1015.0,210.0,0,0,15830.0,14850.0,980.0,1680.0,3,6,34,37,0,drawdown,0,range_not_above_threshold,0,101,101,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
664,2024-06-20 00:00:00+08:00,2024-06-20,SH409.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2784.0,2672.0,112.0,47.2,141.60000000000002,-22.0,22.0,23.6,1,0,2777.0,2699.0,78.0,188.8,5,2,36,33,0,rebound,0,range_not_above_threshold,0,269,269,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
665,2024-06-21 00:00:00+08:00,2024-06-21,MA409.CZCE,MA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2582.0,2495.0,87.0,24.6,73.80000000000001,-13.0,13.0,12.3,0,0,2544.0,2503.0,41.0,98.4,7,5,38,36,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,434,434,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
666,2024-06-21 00:00:00+08:00,2024-06-21,OI409.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,8726.0,8266.0,460.0,117.4,352.20000000000005,-26.0,26.0,58.7,1,1,8439.0,8266.0,173.0,469.6,8,5,39,36,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,110,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
667,2024-06-21 00:00:00+08:00,2024-06-21,SA409.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2314.0,2056.0,258.0,60.2,180.60000000000002,33.0,-33.0,30.1,1,1,2174.0,2056.0,118.0,240.8,9,7,40,38,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,370,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
