diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
805,2025-04-11 00:00:00+08:00,2025-04-11,fu2507.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,79,79,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
806,2025-04-14 00:00:00+08:00,2025-04-14,lh2509.DCE,lh.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,14645.0,13800.0,845.0,277.0,831.0,1,range_strictly_above_threshold,1,11,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
807,2025-04-22 00:00:00+08:00,2025-04-22,AP510.CZCE,AP.CZCE,long,rollover_reopen,1,10,5,3.0,rollover_reopen,long,7957.0,7469.0,488.0,205.0,615.0,0,range_not_above_threshold,0,36,36,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
808,2025-04-25 00:00:00+08:00,2025-04-25,SH509.CZCE,SH.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,25,25,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
809,2025-04-30 00:00:00+08:00,2025-04-30,sp2507.SHFE,sp.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,54,54,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
810,2025-05-09 00:00:00+08:00,2025-05-09,SA509.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,111,111,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
811,2025-05-09 00:00:00+08:00,2025-05-09,rb2510.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,115,115,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
812,2025-05-16 00:00:00+08:00,2025-05-16,lh2509.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
813,2025-05-19 00:00:00+08:00,2025-05-19,SA509.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,107,107,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
814,2025-05-22 00:00:00+08:00,2025-05-22,OI509.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9483.0,9213.0,270.0,114.4,343.20000000000005,0,range_not_above_threshold,0,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
815,2025-05-26 00:00:00+08:00,2025-05-26,rb2510.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,55,55,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
816,2025-05-27 00:00:00+08:00,2025-05-27,hc2510.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,112,112,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
817,2025-05-28 00:00:00+08:00,2025-05-28,MA509.CZCE,MA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,131,131,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
818,2025-05-28 00:00:00+08:00,2025-05-28,ru2509.SHFE,ru.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
819,2025-05-29 00:00:00+08:00,2025-05-29,SM509.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,105,105,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
820,2025-05-29 00:00:00+08:00,2025-05-29,lc2507.GFEX,lc.GFEX,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
821,2025-05-30 00:00:00+08:00,2025-05-30,SH509.CZCE,SH.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,37,37,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
822,2025-06-03 00:00:00+08:00,2025-06-03,FG509.CZCE,FG.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,59,59,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
823,2025-06-09 00:00:00+08:00,2025-06-09,OI509.CZCE,OI.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,31,31,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
824,2025-06-09 00:00:00+08:00,2025-06-09,cu2507.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,79180.0,77310.0,1870.0,704.0,2112.0,0,range_not_above_threshold,0,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
825,2025-06-11 00:00:00+08:00,2025-06-11,fu2509.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2944.0,2762.0,182.0,44.8,134.39999999999998,1,range_strictly_above_threshold,1,80,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
826,2025-06-20 00:00:00+08:00,2025-06-20,OI509.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9750.0,9093.0,657.0,165.4,496.20000000000005,1,range_strictly_above_threshold,1,30,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
827,2025-06-24 00:00:00+08:00,2025-06-24,sp2509.SHFE,sp.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,68,68,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
828,2025-06-26 00:00:00+08:00,2025-06-26,sp2509.SHFE,sp.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,69,69,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
829,2025-07-04 00:00:00+08:00,2025-07-04,OI509.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9790.0,9356.0,434.0,107.6,322.79999999999995,1,range_strictly_above_threshold,1,30,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
830,2025-07-08 00:00:00+08:00,2025-07-08,jm2509.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,863.0,778.5,84.5,27.1,81.30000000000001,1,range_strictly_above_threshold,1,34,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
831,2025-07-09 00:00:00+08:00,2025-07-09,si2509.GFEX,si.GFEX,long,flat_entry,1,10,5,3.0,flat_entry,long,8435.0,7575.0,860.0,346.0,1038.0,0,range_not_above_threshold,0,60,60,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
832,2025-07-10 00:00:00+08:00,2025-07-10,lc2509.GFEX,lc.GFEX,long,flat_entry,1,10,5,3.0,flat_entry,long,65180.0,61280.0,3900.0,1400.0,4200.0,0,range_not_above_threshold,0,50,50,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
833,2025-07-11 00:00:00+08:00,2025-07-11,SM509.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,5826.0,5576.0,250.0,92.0,276.0,0,range_not_above_threshold,0,112,112,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
834,2025-07-17 00:00:00+08:00,2025-07-17,SH509.CZCE,SH.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2555.0,2359.0,196.0,53.0,159.0,1,range_strictly_above_threshold,1,40,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
835,2025-07-21 00:00:00+08:00,2025-07-21,SA509.CZCE,SA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1309.0,1165.0,144.0,30.6,91.80000000000001,1,range_strictly_above_threshold,1,41,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
836,2025-07-23 00:00:00+08:00,2025-07-23,lh2509.DCE,lh.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,15150.0,13905.0,1245.0,210.0,630.0,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
837,2025-07-24 00:00:00+08:00,2025-07-24,MA509.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2507.0,2356.0,151.0,48.0,144.0,1,range_strictly_above_threshold,1,96,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
838,2025-07-29 00:00:00+08:00,2025-07-29,fu2509.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,85,85,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
839,2025-08-06 00:00:00+08:00,2025-08-06,fu2509.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,83,83,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
840,2025-08-08 00:00:00+08:00,2025-08-08,AP510.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8437.0,7738.0,699.0,86.4,259.20000000000005,1,range_strictly_above_threshold,1,14,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
841,2025-08-08 00:00:00+08:00,2025-08-08,fu2509.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,40,40,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
842,2025-08-12 00:00:00+08:00,2025-08-12,AP510.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8198.0,7738.0,460.0,112.6,337.79999999999995,1,range_strictly_above_threshold,1,35,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
843,2025-08-12 00:00:00+08:00,2025-08-12,OI601.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9850.0,9383.0,467.0,112.6,337.79999999999995,1,range_strictly_above_threshold,1,29,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
844,2025-08-12 00:00:00+08:00,2025-08-12,jm2601.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1325.0,1062.5,262.5,65.3,195.89999999999998,1,range_strictly_above_threshold,1,21,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
845,2025-08-12 00:00:00+08:00,2025-08-12,lh2511.DCE,lh.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,14325.0,13700.0,625.0,205.0,615.0,1,range_strictly_above_threshold,1,12,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
846,2025-08-19 00:00:00+08:00,2025-08-19,CF601.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,14235.0,13770.0,465.0,139.0,417.0,1,range_strictly_above_threshold,1,40,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
847,2025-08-22 00:00:00+08:00,2025-08-22,SH601.CZCE,SH.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2756.0,2532.0,224.0,60.4,181.2,1,range_strictly_above_threshold,1,35,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
848,2025-08-22 00:00:00+08:00,2025-08-22,au2510.SHFE,au.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
849,2025-08-26 00:00:00+08:00,2025-08-26,FG601.CZCE,FG.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,106,106,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
850,2025-08-26 00:00:00+08:00,2025-08-26,sp2511.SHFE,sp.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,34,34,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
851,2025-08-27 00:00:00+08:00,2025-08-27,OI601.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,10064.0,9715.0,349.0,112.4,337.20000000000005,1,range_strictly_above_threshold,1,29,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
852,2025-08-28 00:00:00+08:00,2025-08-28,AP510.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8470.0,8035.0,435.0,110.4,331.20000000000005,1,range_strictly_above_threshold,1,34,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
853,2025-09-01 00:00:00+08:00,2025-09-01,au2510.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,802.38,770.38,32.0,4.76400000000001,14.29200000000003,1,range_strictly_above_threshold,1,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
854,2025-09-01 00:00:00+08:00,2025-09-01,rb2601.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,97,97,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
855,2025-09-02 00:00:00+08:00,2025-09-02,SA601.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,80,80,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
856,2025-09-02 00:00:00+08:00,2025-09-02,lh2511.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
857,2025-09-03 00:00:00+08:00,2025-09-03,hc2601.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,86,86,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
858,2025-09-25 00:00:00+08:00,2025-09-25,SH601.CZCE,SH.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,37,37,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
859,2025-09-26 00:00:00+08:00,2025-09-26,cu2511.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,83090.0,79430.0,3660.0,948.0,2844.0,1,range_strictly_above_threshold,1,7,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
860,2025-09-29 00:00:00+08:00,2025-09-29,FG601.CZCE,FG.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1282.0,1169.0,113.0,47.8,143.39999999999998,0,range_not_above_threshold,0,80,80,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
861,2025-09-30 00:00:00+08:00,2025-09-30,hc2601.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,34,34,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
862,2025-09-30 00:00:00+08:00,2025-09-30,ru2601.SHFE,ru.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
863,2025-10-09 00:00:00+08:00,2025-10-09,SA601.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,59,59,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
864,2025-10-10 00:00:00+08:00,2025-10-10,rb2601.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,102,102,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
865,2025-10-21 00:00:00+08:00,2025-10-21,fu2601.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,83,83,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
866,2025-10-23 00:00:00+08:00,2025-10-23,cu2512.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,88170.0,82300.0,5870.0,1156.0,3468.0,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
867,2025-10-27 00:00:00+08:00,2025-10-27,jm2601.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1267.0,1116.0,151.0,44.2,132.60000000000002,1,range_strictly_above_threshold,1,14,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
868,2025-10-31 00:00:00+08:00,2025-10-31,OI601.CZCE,OI.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,17,17,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
869,2025-11-04 00:00:00+08:00,2025-11-04,FG601.CZCE,FG.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,107,107,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
870,2025-11-04 00:00:00+08:00,2025-11-04,SA601.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,116,116,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
871,2025-11-11 00:00:00+08:00,2025-11-11,lc2601.GFEX,lc.GFEX,long,flat_entry,1,10,5,3.0,flat_entry,long,88100.0,77580.0,10520.0,3564.0,10692.0,0,range_not_above_threshold,0,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
872,2025-11-11 00:00:00+08:00,2025-11-11,sp2601.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5530.0,5186.0,344.0,71.2,213.60000000000002,1,range_strictly_above_threshold,1,66,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
873,2025-11-13 00:00:00+08:00,2025-11-13,AP601.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9508.0,8761.0,747.0,180.2,540.5999999999999,1,range_strictly_above_threshold,1,15,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
874,2025-11-13 00:00:00+08:00,2025-11-13,SM601.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,106,106,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
875,2025-11-13 00:00:00+08:00,2025-11-13,hc2601.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,104,104,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
876,2025-11-18 00:00:00+08:00,2025-11-18,SM601.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,109,109,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
877,2025-11-20 00:00:00+08:00,2025-11-20,SA601.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,90,90,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
878,2025-11-20 00:00:00+08:00,2025-11-20,lh2601.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
879,2025-11-27 00:00:00+08:00,2025-11-27,jm2601.DCE,jm.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
880,2025-11-28 00:00:00+08:00,2025-11-28,au2602.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,955.5,920.5,35.0,13.583999999999993,40.75199999999998,0,range_not_above_threshold,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
881,2025-12-01 00:00:00+08:00,2025-12-01,CF601.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,13790.0,13380.0,410.0,86.0,258.0,1,range_strictly_above_threshold,1,50,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
882,2025-12-01 00:00:00+08:00,2025-12-01,cu2601.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,89650.0,85510.0,4140.0,844.0,2532.0,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
883,2025-12-02 00:00:00+08:00,2025-12-02,ru2601.SHFE,ru.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,15580.0,14980.0,600.0,256.0,768.0,0,range_not_above_threshold,0,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
884,2025-12-10 00:00:00+08:00,2025-12-10,FG601.CZCE,FG.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,69,69,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
885,2025-12-10 00:00:00+08:00,2025-12-10,sp2605.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5550.0,5208.0,342.0,93.6,280.79999999999995,1,range_strictly_above_threshold,1,75,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
