variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm
stage008_C_roll_1y_2024_06,C: Official + rollover continuation,stage008_C_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,152355.0,1.5700000000000047,1.5886294288540714,-15.229178394714227,6.687334491449638,0.18434133727280974,143055.0,58.88778730277053,47.2379421878724,0,0,0,4490.0,62.0,48.529411764705884,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,152355.0,1.5700000000000047,1.5886294288540714,-15.229178394714227,0.18434133727280974,143055.0,58.88778730277053,47.2379421878724,1.0157,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,stage008_C_roll_1y_2024_06,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,C
stage008_D_roll_1y_2024_06,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,171025.0,14.016666666666676,14.19287835205212,-15.72753949669502,6.397860905515098,0.7040460059011824,142155.0,56.85886555938578,49.49033272688027,0,0,0,4720.0,67.0,49.26470588235294,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,171025.0,14.016666666666676,14.19287835205212,-15.72753949669502,0.7040460059011824,142155.0,56.85886555938578,49.49033272688027,1.1401666666666668,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,stage008_D_roll_1y_2024_06,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,D
stage008_F_roll_1y_2024_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,148135.0,-1.2433333333333296,-1.257878466445539,-15.801542630810928,7.530446989382723,0.04627374817558182,141365.0,63.4296375133037,49.73263921167612,0,0,0,4460.0,62.0,48.529411764705884,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,148135.0,-1.2433333333333296,-1.257878466445539,-15.801542630810928,0.04627374817558182,141365.0,63.4296375133037,49.73263921167612,0.9875666666666667,,,,,2024-06,2024-06,2024,6,0,1,1,0,0,0,stage008_F_roll_1y_2024_06,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,F
stage008_A_roll_1y_2025_01,A: Official C9/150k,stage008_A_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,218635.80000000002,45.75720000000001,46.09799388263136,-22.6508042631848,13.494312347343705,1.1431759250125664,135050.0,56.93174814533004,41.51303836312292,0,0,0,5410.0,56.0,47.74774774774775,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,218635.80000000002,45.75720000000001,46.09799388263136,-22.6508042631848,1.1431759250125664,135050.0,56.93174814533004,41.51303836312292,1.457572,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage008_A_roll_1y_2025_01,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,A
stage008_C_roll_1y_2025_01,C: Official + rollover continuation,stage008_C_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,237755.80000000002,58.50386666666667,58.957043909971716,-19.30776463213978,11.048031901610416,1.3240875333866873,136250.0,56.57659735349717,42.94360848724173,0,0,0,6090.0,62.0,50.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,237755.80000000002,58.50386666666667,58.957043909971716,-19.30776463213978,1.3240875333866873,136250.0,56.57659735349717,42.94360848724173,1.5850386666666667,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage008_C_roll_1y_2025_01,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,C
stage008_D_roll_1y_2025_01,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,264123.5,76.08233333333334,76.7009222876591,-20.9625723738627,11.909967294751342,1.525944100193502,133430.0,56.165030060120245,42.18852822383128,0,0,0,7190.0,68.0,50.81967213114754,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,264123.5,76.08233333333334,76.7009222876591,-20.9625723738627,1.525944100193502,133430.0,56.165030060120245,42.18852822383128,1.7608233333333334,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage008_D_roll_1y_2025_01,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,D
stage008_F_roll_1y_2025_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,232420.80000000002,54.94720000000002,55.368351378935984,-20.30147146787893,11.731549724006053,1.2393812045841326,133430.0,55.46006002170998,42.545695721218344,0,0,0,6360.0,62.0,50.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,232420.80000000002,54.94720000000002,55.368351378935984,-20.30147146787893,1.2393812045841326,133430.0,55.46006002170998,42.545695721218344,1.5494720000000002,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage008_F_roll_1y_2025_01,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,F
stage008_A_roll_1y_2025_06_near_complete,A: Official C9/150k,stage008_A_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,2025-06-01 independent start to 2026-05-29,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,208977.80000000005,39.31853333333337,39.993871333635056,-22.048158640226625,16.29163609712821,1.0828344431661177,150000.0,54.528762298068756,37.8744662763041,0,0,0,6590.0,66.0,51.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,208977.80000000005,39.31853333333337,39.993871333635056,-22.048158640226625,1.0828344431661177,150000.0,54.528762298068756,37.8744662763041,1.3931853333333337,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage008_A_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,1,2025-06-01,2026-05-29,0,1,A
stage008_C_roll_1y_2025_06_near_complete,C: Official + rollover continuation,stage008_C_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,2025-06-01 independent start to 2026-05-29,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,209457.80000000005,39.638533333333356,40.32011726177007,-22.048158640226625,16.268071225920274,1.0890754179387014,150000.0,54.528762298068756,37.8744662763041,0,0,0,6430.0,66.0,51.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,209457.80000000005,39.638533333333356,40.32011726177007,-22.048158640226625,1.0890754179387014,150000.0,54.528762298068756,37.8744662763041,1.3963853333333336,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage008_C_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,1,2025-06-01,2026-05-29,0,1,C
stage008_D_roll_1y_2025_06_near_complete,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,2025-06-01 independent start to 2026-05-29,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,252812.80000000005,68.5418666666667,69.82982222906095,-20.479457162031167,12.214425792411532,1.4870516544428674,150000.0,57.621757524477225,43.6651579209152,0,0,0,8080.0,70.0,55.08474576271186,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,252812.80000000005,68.5418666666667,69.82982222906095,-20.479457162031167,1.4870516544428674,150000.0,57.621757524477225,43.6651579209152,1.685418666666667,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage008_D_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,1,2025-06-01,2026-05-29,0,1,D
stage008_F_roll_1y_2025_06_near_complete,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,2025-06-01 independent start to 2026-05-29,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,252812.80000000005,68.5418666666667,69.82982222906095,-20.479457162031167,12.214425792411532,1.4870516544428674,150000.0,57.621757524477225,43.6651579209152,0,0,0,8080.0,70.0,55.08474576271186,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,252812.80000000005,68.5418666666667,69.82982222906095,-20.479457162031167,1.4870516544428674,150000.0,57.621757524477225,43.6651579209152,1.685418666666667,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage008_F_roll_1y_2025_06_near_complete,roll_1y_2025_06_near_complete,1,2025-06-01,2026-05-29,0,1,F
stage008_A_roll_2y_2018_01,A: Official C9/150k,stage008_A_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,206552.80000000005,37.7018666666667,17.41091647220454,-24.413557863402513,10.332768927790568,0.767255356969052,115585.20000000004,75.83089752808566,48.4557922845443,0,0,0,12070.0,162.0,46.53465346534654,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,206552.80000000005,37.7018666666667,17.41091647220454,-24.413557863402513,0.767255356969052,115585.20000000004,75.83089752808566,48.4557922845443,1.377018666666667,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,stage008_A_roll_2y_2018_01,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,A
stage008_C_roll_2y_2018_01,C: Official + rollover continuation,stage008_C_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,205169.90000000002,36.77993333333336,17.0158653884005,-16.416340158343566,8.822729291059071,0.7191294461364737,128689.99999999997,75.84657864321402,49.74937615870575,0,0,0,13060.0,172.0,48.68804664723032,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,205169.90000000002,36.77993333333336,17.0158653884005,-16.416340158343566,0.7191294461364737,128689.99999999997,75.84657864321402,49.74937615870575,1.3677993333333336,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,stage008_C_roll_2y_2018_01,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,C
stage008_D_roll_2y_2018_01,D: C + directional 30D risk x1.2,stage008_D_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,269574.70000000007,79.71646666666672,34.193373724386134,-19.70750117011383,9.03856701173397,1.0853341263386416,128474.99999999997,80.50323218320685,54.4143174587612,0,0,0,14970.0,171.0,49.56268221574344,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,269574.70000000007,79.71646666666672,34.193373724386134,-19.70750117011383,1.0853341263386416,128474.99999999997,80.50323218320685,54.4143174587612,1.7971646666666672,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,stage008_D_roll_2y_2018_01,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,D
stage008_F_roll_2y_2018_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,246978.70000000007,64.65246666666671,28.426892866752308,-17.29604972263078,8.978269022777416,0.972797700977066,128644.50000000006,77.34940803165416,55.34263570665706,0,0,0,14090.0,174.0,49.7093023255814,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,246978.70000000007,64.65246666666671,28.426892866752308,-17.29604972263078,0.972797700977066,128644.50000000006,77.34940803165416,55.34263570665706,1.646524666666667,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,stage008_F_roll_2y_2018_01,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,F
stage008_A_roll_2y_2018_06,A: Official C9/150k,stage008_A_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,339416.00000000006,126.27733333333336,50.636236374936374,-23.871460860119264,8.467997911264414,1.5570934162260022,127688.80000000006,78.52909214398912,61.34836247286967,0,0,0,19170.0,182.0,51.2,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,339416.00000000006,126.27733333333336,50.636236374936374,-23.871460860119264,1.5570934162260022,127688.80000000006,78.52909214398912,61.34836247286967,2.2627733333333335,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,stage008_A_roll_2y_2018_06,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,A
stage008_C_roll_2y_2018_06,C: Official + rollover continuation,stage008_C_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,358180.9,138.7872666666667,54.758545657881626,-17.13943284192694,7.152200752541178,1.5489516490458055,141399.50000000006,81.74488833180217,62.595906386928476,0,0,0,20650.0,190.0,52.05128205128206,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,358180.9,138.7872666666667,54.758545657881626,-17.13943284192694,1.5489516490458055,141399.50000000006,81.74488833180217,62.595906386928476,2.387872666666667,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,stage008_C_roll_2y_2018_06,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,C
stage008_D_roll_2y_2018_06,D: C + directional 30D risk x1.2,stage008_D_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,339056.0000000001,126.03733333333342,50.55605503682943,-18.498506547998726,7.273485469509755,1.4139159388549531,142583.80000000002,72.15307983326535,58.23968126615193,0,0,0,22640.0,199.0,52.17391304347826,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,339056.0000000001,126.03733333333342,50.55605503682943,-18.498506547998726,1.4139159388549531,142583.80000000002,72.15307983326535,58.23968126615193,2.2603733333333342,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,stage008_D_roll_2y_2018_06,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,D
stage008_F_roll_2y_2018_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,341694.4000000001,127.79626666666672,51.142715398713335,-18.251170729397646,7.377564712086909,1.4286336044778223,143276.70000000007,78.84879102309964,59.559707219943164,0,0,0,21200.0,189.0,52.94117647058824,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,341694.4000000001,127.79626666666672,51.142715398713335,-18.251170729397646,1.4286336044778223,143276.70000000007,78.84879102309964,59.559707219943164,2.2779626666666672,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,stage008_F_roll_2y_2018_06,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,F
stage008_A_roll_2y_2019_01,A: Official C9/150k,stage008_A_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,681587.0000000002,354.3913333333335,113.49680889072515,-26.998313652787065,8.660720995006393,2.1357065136146547,123044.80000000002,96.62953506079461,67.2255402889666,0,1,0,41080.0,249.0,56.30769230769231,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,681587.0000000002,354.3913333333335,113.49680889072515,-26.998313652787065,2.1357065136146547,123044.80000000002,96.62953506079461,67.2255402889666,4.543913333333335,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,stage008_A_roll_2y_2019_01,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,A
stage008_C_roll_2y_2019_01,C: Official + rollover continuation,stage008_C_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,582496.6000000002,288.3310666666668,97.33641897667114,-25.900801296105925,7.622224158139642,1.9975998063400942,132956.90000000002,81.9497143254384,64.25088907877624,0,0,0,40270.0,256.0,55.75,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,582496.6000000002,288.3310666666668,97.33641897667114,-25.900801296105925,1.9975998063400942,132956.90000000002,81.9497143254384,64.25088907877624,3.883310666666668,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,stage008_C_roll_2y_2019_01,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,C
stage008_D_roll_2y_2019_01,D: C + directional 30D risk x1.2,stage008_D_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,612673.7000000002,308.4491333333334,102.39404594448831,-26.55265834305195,8.680181355828255,1.9447844200965179,132019.10000000003,92.5510089011848,71.16917419886356,0,1,0,49350.0,261.0,56.35910224438903,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,612673.7000000002,308.4491333333334,102.39404594448831,-26.55265834305195,1.9447844200965179,132019.10000000003,92.5510089011848,71.16917419886356,4.084491333333334,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,stage008_D_roll_2y_2019_01,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,D
stage008_F_roll_2y_2019_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,603186.3000000002,302.1242000000001,100.81764728578393,-26.37721813110112,8.302847363908763,1.9854593751059644,132019.10000000003,88.82042773217057,65.64490357896031,0,0,0,45540.0,260.0,56.35910224438903,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,603186.3000000002,302.1242000000001,100.81764728578393,-26.37721813110112,1.9854593751059644,132019.10000000003,88.82042773217057,65.64490357896031,4.021242000000001,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,stage008_F_roll_2y_2019_01,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,F
stage008_A_roll_2y_2019_06,A: Official C9/150k,stage008_A_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1273024.7999999998,748.6831999999998,192.3933488887398,-23.2753490832858,6.749611088270388,2.70527236035145,140489.0,79.6255700953162,58.87013015265626,0,0,0,39030.0,250.0,58.791208791208796,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1273024.7999999998,748.6831999999998,192.3933488887398,-23.2753490832858,2.70527236035145,140489.0,79.6255700953162,58.87013015265626,8.486831999999998,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,stage008_A_roll_2y_2019_06,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,A
stage008_C_roll_2y_2019_06,C: Official + rollover continuation,stage008_C_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1450380.4,866.9202666666665,212.16720779859034,-23.348251459737412,7.568065233026428,2.706704143770846,140489.0,80.63862947575629,59.69480929532248,0,0,0,39990.0,248.0,58.56079404466501,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1450380.4,866.9202666666665,212.16720779859034,-23.348251459737412,2.706704143770846,140489.0,80.63862947575629,59.69480929532248,9.669202666666665,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,stage008_C_roll_2y_2019_06,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,C
stage008_D_roll_2y_2019_06,D: C + directional 30D risk x1.2,stage008_D_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1440853.0,860.5686666666667,211.13670039005484,-22.996108808496572,7.235366840640883,2.7303659851566726,140426.8,75.33351144435233,59.352093447981034,0,0,0,43760.0,258.0,57.07196029776674,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1440853.0,860.5686666666667,211.13670039005484,-22.996108808496572,2.7303659851566726,140426.8,75.33351144435233,59.352093447981034,9.605686666666667,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,stage008_D_roll_2y_2019_06,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,D
stage008_F_roll_2y_2019_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1634589.2,989.7261333333333,231.46661342497174,-25.64487741727496,7.88913274614625,2.7553090508290334,140426.8,87.13754797866184,64.44439349117623,0,0,0,50240.0,252.0,58.31265508684863,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1634589.2,989.7261333333333,231.46661342497174,-25.64487741727496,2.7553090508290334,140426.8,87.13754797866184,64.44439349117623,10.897261333333333,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,stage008_F_roll_2y_2019_06,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,F
stage008_A_roll_2y_2020_01,A: Official C9/150k,stage008_A_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,1913477.8000000007,1175.6518666666673,258.0994623636554,-28.982930399297523,12.354361069955225,2.5272959020841173,141520.0,80.27934440094,63.308241843981264,0,0,0,68300.0,266.0,58.291457286432156,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1913477.8000000007,1175.6518666666673,258.0994623636554,-28.982930399297523,2.5272959020841173,141520.0,80.27934440094,63.308241843981264,12.756518666666672,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,stage008_A_roll_2y_2020_01,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,A
stage008_C_roll_2y_2020_01,C: Official + rollover continuation,stage008_C_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,1973829.0000000005,1215.8860000000002,263.71448086074906,-31.438862975676983,12.914810295543008,2.5020686732976802,141520.0,79.27929636429985,63.773626569011554,0,0,0,69740.0,265.0,58.040201005025125,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,1973829.0000000005,1215.8860000000002,263.71448086074906,-31.438862975676983,2.5020686732976802,141520.0,79.27929636429985,63.773626569011554,13.158860000000002,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,stage008_C_roll_2y_2020_01,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,C
stage008_D_roll_2y_2020_01,D: C + directional 30D risk x1.2,stage008_D_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,1921641.7000000007,1181.0944666666671,258.8641412034443,-29.10150509074343,12.491053004965577,2.4608551426834184,141520.0,82.9969204880101,66.13113297903666,0,0,0,68400.0,266.0,57.78894472361809,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1921641.7000000007,1181.0944666666671,258.8641412034443,-29.10150509074343,2.4608551426834184,141520.0,82.9969204880101,66.13113297903666,12.810944666666671,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,stage008_D_roll_2y_2020_01,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,D
stage008_F_roll_2y_2020_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,2306350.4000000004,1437.5669333333337,293.22220841071646,-30.536099117808202,12.962844112033332,2.5892390775450185,141520.0,78.09561062237556,66.77097496137635,0,0,0,80220.0,270.0,59.20398009950249,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,2306350.4000000004,1437.5669333333337,293.22220841071646,-30.536099117808202,2.5892390775450185,141520.0,78.09561062237556,66.77097496137635,15.375669333333336,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,stage008_F_roll_2y_2020_01,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,F
stage008_A_roll_2y_2020_06,A: Official C9/150k,stage008_A_roll_2y_2020_06,roll_2y_2020_06,2020-06-01 independent start to 2022-05-31,rolling_2y,2020-06-01,2022-05-31,150000.0,150000.0,0.4,485,1358960.2999999998,805.9735333333332,201.67716769999012,-41.58000314935543,15.500366958633064,2.0645563833646,146400.0,78.88104560605676,64.6802709690273,0,0,0,96250.0,282.0,56.79012345679012,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,1358960.2999999998,805.9735333333332,201.67716769999012,-41.58000314935543,2.0645563833646,146400.0,78.88104560605676,64.6802709690273,9.059735333333332,,,,,2020-06,2020-06,2020,6,1,1,1,1,1,0,stage008_A_roll_2y_2020_06,roll_2y_2020_06,2,2020-06-01,2022-05-31,1,0,A
stage008_C_roll_2y_2020_06,C: Official + rollover continuation,stage008_C_roll_2y_2020_06,roll_2y_2020_06,2020-06-01 independent start to 2022-05-31,rolling_2y,2020-06-01,2022-05-31,150000.0,150000.0,0.4,485,1052261.7999999993,601.5078666666662,165.39129682904797,-50.93325327930995,17.90836919431158,1.8271933162417544,146400.0,81.39457523146237,66.7716814937865,0,0,0,90400.0,285.0,55.23114355231144,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,1052261.7999999993,601.5078666666662,165.39129682904797,-50.93325327930995,1.8271933162417544,146400.0,81.39457523146237,66.7716814937865,7.015078666666662,,,,,2020-06,2020-06,2020,6,1,1,1,1,1,1,stage008_C_roll_2y_2020_06,roll_2y_2020_06,2,2020-06-01,2022-05-31,1,0,C
