diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_atr_shock_enabled,short_signal_atr_shock_enabled,long_signal_atr_shock_period,long_signal_atr_shock_multiplier,long_signal_atr_shock_entry_context,long_signal_atr_shock_direction,long_signal_atr_shock_prior_close,long_signal_atr_shock_signal_close,long_signal_atr_shock_drop,short_signal_atr_shock_rise,signal_atr_shock_adverse_move,signal_atr_shock_move_kind,long_signal_atr_shock_atr,long_signal_atr_shock_threshold,long_signal_atr_shock_blocked,long_signal_atr_shock_reason,long_signal_atr_shock_selected_volume_before,long_signal_atr_shock_selected_volume_after,profile,start_month,variant,account_capital,c3_capital
207,2020-10-30 00:00:00+08:00,2020-10-30,fu2101.SHFE,fu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,1777.0,1677.0,,-100.0,-100.0,signal_day_rise,61.8,61.8,0,rise_not_above_threshold,57,57,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
208,2020-11-04 00:00:00+08:00,2020-11-04,rb2101.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3708.0,3753.0,-45.0,,-45.0,signal_day_drop,40.8,40.8,0,drop_not_above_threshold,44,44,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
209,2020-11-05 00:00:00+08:00,2020-11-05,cu2012.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,51610.0,51420.0,,-190.0,-190.0,signal_day_rise,640.0,640.0,0,rise_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
210,2020-11-16 00:00:00+08:00,2020-11-16,cu2012.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,52180.0,53640.0,-1460.0,,-1460.0,signal_day_drop,658.0,658.0,0,drop_not_above_threshold,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
211,2020-11-17 00:00:00+08:00,2020-11-17,OI101.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,9738.0,9839.0,-101.0,,-101.0,signal_day_drop,179.2,179.2,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
212,2020-11-19 00:00:00+08:00,2020-11-19,AP101.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7124.0,7178.0,,54.0,54.0,signal_day_rise,156.8,156.8,0,rise_not_above_threshold,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
213,2020-11-25 00:00:00+08:00,2020-11-25,SM101.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6288.0,6260.0,28.0,,28.0,signal_day_drop,92.8,92.8,0,drop_not_above_threshold,41,41,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
214,2020-11-25 00:00:00+08:00,2020-11-25,jm2101.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1405.5,1424.5,-19.0,,-19.0,signal_day_drop,32.4,32.4,0,drop_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
215,2020-11-30 00:00:00+08:00,2020-11-30,ru2101.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,15230.0,15150.0,80.0,,80.0,signal_day_drop,398.0,398.0,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
216,2020-12-01 00:00:00+08:00,2020-12-01,SA101.CZCE,SA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1477.0,1446.0,,-31.0,-31.0,signal_day_rise,32.0,32.0,0,rise_not_above_threshold,18,18,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
217,2020-12-02 00:00:00+08:00,2020-12-02,ru2105.SHFE,ru.SHFE,long,rollover_reopen,1,1,5,1.0,rollover_reopen,long,15464.28802066516,15775.0,-310.71197933483927,,-310.71197933483927,signal_day_drop,404.434937035841,404.434937035841,0,drop_not_above_threshold,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
218,2020-12-11 00:00:00+08:00,2020-12-11,MA101.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2305.0,2435.0,-130.0,,-130.0,signal_day_drop,54.2,54.2,0,drop_not_above_threshold,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
219,2020-12-14 00:00:00+08:00,2020-12-14,CF105.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,14835.0,14885.0,-50.0,,-50.0,signal_day_drop,212.0,212.0,0,drop_not_above_threshold,24,24,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
220,2020-12-16 00:00:00+08:00,2020-12-16,SM101.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6508.0,6576.0,-68.0,,-68.0,signal_day_drop,193.2,193.2,0,drop_not_above_threshold,39,39,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
221,2020-12-17 00:00:00+08:00,2020-12-17,fu2105.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2096.0,2192.0,-96.0,,-96.0,signal_day_drop,64.4,64.4,0,drop_not_above_threshold,61,61,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
222,2020-12-21 00:00:00+08:00,2020-12-21,OI105.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,9438.0,9339.0,99.0,,99.0,signal_day_drop,131.8,131.8,0,drop_not_above_threshold,18,18,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
223,2020-12-29 00:00:00+08:00,2020-12-29,ru2105.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,14015.0,13715.0,,-300.0,-300.0,signal_day_rise,498.0,498.0,0,rise_not_above_threshold,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
224,2021-01-04 00:00:00+08:00,2021-01-04,au2102.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,394.98,400.04,-5.060000000000002,,-5.060000000000002,signal_day_drop,5.692000000000007,5.692000000000007,0,drop_not_above_threshold,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
225,2021-01-05 00:00:00+08:00,2021-01-05,AP105.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6461.0,6337.0,,-124.0,-124.0,signal_day_rise,159.4,159.4,0,rise_not_above_threshold,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
226,2021-01-05 00:00:00+08:00,2021-01-05,SM105.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6898.0,7038.0,-140.0,,-140.0,signal_day_drop,192.4,192.4,0,drop_not_above_threshold,25,25,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
227,2021-01-07 00:00:00+08:00,2021-01-07,fu2105.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2127.0,2194.0,-67.0,,-67.0,signal_day_drop,78.2,78.2,0,drop_not_above_threshold,17,17,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
228,2021-01-07 00:00:00+08:00,2021-01-07,jm2105.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1698.0,1729.5,-31.5,,-31.5,signal_day_drop,65.1,65.1,0,drop_not_above_threshold,7,7,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
229,2021-01-19 00:00:00+08:00,2021-01-19,FG105.CZCE,FG.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1734.0,1730.0,,-4.0,-4.0,signal_day_rise,45.0,45.0,0,rise_not_above_threshold,48,48,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
230,2021-01-20 00:00:00+08:00,2021-01-20,MA105.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2315.0,2263.0,,-52.0,-52.0,signal_day_rise,58.6,58.6,0,rise_not_above_threshold,28,28,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
231,2021-01-26 00:00:00+08:00,2021-01-26,sp2103.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,6368.0,6504.0,-136.0,,-136.0,signal_day_drop,149.6,149.6,0,drop_not_above_threshold,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
232,2021-02-02 00:00:00+08:00,2021-02-02,hc2105.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,4342.0,4307.0,,-35.0,-35.0,signal_day_rise,99.4,99.4,0,rise_not_above_threshold,17,17,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
233,2021-02-04 00:00:00+08:00,2021-02-04,jm2105.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1452.5,1509.5,,57.0,57.0,signal_day_rise,51.7,51.7,1,rise_strictly_above_threshold,10,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
234,2021-02-09 00:00:00+08:00,2021-02-09,CF105.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,15575.0,15605.0,-30.0,,-30.0,signal_day_drop,309.0,309.0,0,drop_not_above_threshold,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
235,2021-02-09 00:00:00+08:00,2021-02-09,fu2105.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2287.0,2342.0,-55.0,,-55.0,signal_day_drop,52.0,52.0,0,drop_not_above_threshold,54,54,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
236,2021-02-09 00:00:00+08:00,2021-02-09,ru2105.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,14765.0,14855.0,-90.0,,-90.0,signal_day_drop,343.0,343.0,0,drop_not_above_threshold,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
237,2021-02-18 00:00:00+08:00,2021-02-18,fu2105.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2057.0,2399.0,-342.0,,-342.0,signal_day_drop,103.6,103.6,0,drop_not_above_threshold,27,27,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
238,2021-02-19 00:00:00+08:00,2021-02-19,SA105.CZCE,SA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1668.0,1666.0,2.0,,2.0,signal_day_drop,43.4,43.4,0,drop_not_above_threshold,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
239,2021-02-19 00:00:00+08:00,2021-02-19,cu2104.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,63340.0,64320.0,-980.0,,-980.0,signal_day_drop,1306.0,1306.0,0,drop_not_above_threshold,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
240,2021-02-19 00:00:00+08:00,2021-02-19,sp2105.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,6820.0,6972.0,-152.0,,-152.0,signal_day_drop,169.6,169.6,0,drop_not_above_threshold,16,16,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
241,2021-02-22 00:00:00+08:00,2021-02-22,OI105.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,10185.0,10243.0,-58.0,,-58.0,signal_day_drop,169.8,169.8,0,drop_not_above_threshold,19,19,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
242,2021-02-23 00:00:00+08:00,2021-02-23,FG105.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1959.0,1969.0,-10.0,,-10.0,signal_day_drop,46.8,46.8,0,drop_not_above_threshold,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
243,2021-02-23 00:00:00+08:00,2021-02-23,rb2105.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,4582.0,4552.0,30.0,,30.0,signal_day_drop,121.2,121.2,0,drop_not_above_threshold,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
244,2021-02-24 00:00:00+08:00,2021-02-24,hc2105.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,4799.0,4816.0,-17.0,,-17.0,signal_day_drop,129.8,129.8,0,drop_not_above_threshold,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
245,2021-02-24 00:00:00+08:00,2021-02-24,jm2105.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1461.5,1483.0,,21.5,21.5,signal_day_rise,56.0,56.0,0,rise_not_above_threshold,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
246,2021-02-26 00:00:00+08:00,2021-02-26,jm2105.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1527.5,1474.0,,-53.5,-53.5,signal_day_rise,55.5,55.5,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
247,2021-03-01 00:00:00+08:00,2021-03-01,MA105.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2472.0,2531.0,-59.0,,-59.0,signal_day_drop,82.4,82.4,0,drop_not_above_threshold,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
248,2021-03-01 00:00:00+08:00,2021-03-01,jm2105.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1474.0,1402.0,,-72.0,-72.0,signal_day_rise,60.3,60.3,0,rise_not_above_threshold,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
249,2021-03-02 00:00:00+08:00,2021-03-02,AP105.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,5712.0,5657.0,,-55.0,-55.0,signal_day_rise,197.4,197.4,0,rise_not_above_threshold,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
250,2021-03-09 00:00:00+08:00,2021-03-09,fu2105.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2624.0,2572.0,52.0,,52.0,signal_day_drop,109.2,109.2,0,drop_not_above_threshold,66,66,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
251,2021-03-17 00:00:00+08:00,2021-03-17,SA105.CZCE,SA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1920.0,1997.0,-77.0,,-77.0,signal_day_drop,75.4,75.4,0,drop_not_above_threshold,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
252,2021-03-22 00:00:00+08:00,2021-03-22,hc2105.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,5026.0,5097.0,-71.0,,-71.0,signal_day_drop,117.6,117.6,0,drop_not_above_threshold,39,39,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
253,2021-03-30 00:00:00+08:00,2021-03-30,SM105.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6832.0,6788.0,,-44.0,-44.0,signal_day_rise,192.4,192.4,0,rise_not_above_threshold,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
254,2021-04-09 00:00:00+08:00,2021-04-09,lh2109.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,26920.0,26610.0,,-310.0,-310.0,signal_day_rise,658.0,658.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
255,2021-04-12 00:00:00+08:00,2021-04-12,fu2105.SHFE,fu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,2305.0,2284.0,,-21.0,-21.0,signal_day_rise,81.2,81.2,0,rise_not_above_threshold,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
256,2021-04-13 00:00:00+08:00,2021-04-13,FG109.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2139.0,2164.0,-25.0,,-25.0,signal_day_drop,52.8,52.8,0,drop_not_above_threshold,56,56,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
257,2021-04-16 00:00:00+08:00,2021-04-16,SA109.CZCE,SA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1873.0,1904.0,,31.0,31.0,signal_day_rise,58.2,58.2,0,rise_not_above_threshold,61,61,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
258,2021-04-20 00:00:00+08:00,2021-04-20,rb2110.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,5082.0,5165.0,-83.0,,-83.0,signal_day_drop,98.2,98.2,0,drop_not_above_threshold,16,16,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
259,2021-04-22 00:00:00+08:00,2021-04-22,hc2110.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,5484.0,5552.0,-68.0,,-68.0,signal_day_drop,92.6,92.6,0,drop_not_above_threshold,35,35,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
260,2021-04-30 00:00:00+08:00,2021-04-30,MA109.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2452.0,2441.0,11.0,,11.0,signal_day_drop,61.6,61.6,0,drop_not_above_threshold,130,130,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
261,2021-05-07 00:00:00+08:00,2021-05-07,SM109.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7368.0,7436.0,-68.0,,-68.0,signal_day_drop,221.6,221.6,0,drop_not_above_threshold,38,38,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
262,2021-05-07 00:00:00+08:00,2021-05-07,fu2109.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2585.0,2567.0,18.0,,18.0,signal_day_drop,66.8,66.8,0,drop_not_above_threshold,73,73,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
263,2021-05-07 00:00:00+08:00,2021-05-07,sp2106.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,7230.0,7384.0,-154.0,,-154.0,signal_day_drop,142.4,142.4,0,drop_not_above_threshold,17,17,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
264,2021-05-10 00:00:00+08:00,2021-05-10,CF109.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,16020.0,16100.0,-80.0,,-80.0,signal_day_drop,283.0,283.0,0,drop_not_above_threshold,43,43,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
265,2021-05-10 00:00:00+08:00,2021-05-10,OI109.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,11028.0,10951.0,77.0,,77.0,signal_day_drop,286.4,286.4,0,drop_not_above_threshold,32,32,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
266,2021-05-10 00:00:00+08:00,2021-05-10,au2106.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,380.4,381.76,-1.3600000000000136,,-1.3600000000000136,signal_day_drop,5.1320000000000165,5.1320000000000165,0,drop_not_above_threshold,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
267,2021-05-10 00:00:00+08:00,2021-05-10,lh2109.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,26900.0,25005.0,,-1895.0,-1895.0,signal_day_rise,488.0,488.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
268,2021-05-14 00:00:00+08:00,2021-05-14,SA109.CZCE,SA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2211.0,2201.0,10.0,,10.0,signal_day_drop,119.2,119.2,0,drop_not_above_threshold,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
269,2021-05-19 00:00:00+08:00,2021-05-19,ru2109.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,13390.0,13290.0,,-100.0,-100.0,signal_day_rise,415.0,415.0,0,rise_not_above_threshold,35,35,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
270,2021-05-21 00:00:00+08:00,2021-05-21,SM109.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7580.0,7536.0,44.0,,44.0,signal_day_drop,287.2,287.2,0,drop_not_above_threshold,97,97,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
271,2021-05-26 00:00:00+08:00,2021-05-26,AP110.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6309.0,6003.0,306.0,,306.0,signal_day_drop,249.0,249.0,1,drop_strictly_above_threshold,76,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
272,2021-05-27 00:00:00+08:00,2021-05-27,sp2107.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,6294.0,6020.0,,-274.0,-274.0,signal_day_rise,211.2,211.2,0,rise_not_above_threshold,44,44,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
273,2021-06-01 00:00:00+08:00,2021-06-01,SM109.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7772.0,7772.0,0.0,,0.0,signal_day_drop,255.6,255.6,0,drop_not_above_threshold,104,104,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
274,2021-06-04 00:00:00+08:00,2021-06-04,fu2109.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2613.0,2629.0,-16.0,,-16.0,signal_day_drop,73.0,73.0,0,drop_not_above_threshold,67,67,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
275,2021-06-08 00:00:00+08:00,2021-06-08,AP110.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6276.0,6226.0,50.0,,50.0,signal_day_drop,153.8,153.8,0,drop_not_above_threshold,40,40,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
276,2021-06-10 00:00:00+08:00,2021-06-10,hc2110.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,5366.0,5448.0,,82.0,82.0,signal_day_rise,188.4,188.4,0,rise_not_above_threshold,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
277,2021-06-16 00:00:00+08:00,2021-06-16,cu2107.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,70230.0,68450.0,,-1780.0,-1780.0,signal_day_rise,1312.0,1312.0,0,rise_not_above_threshold,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
278,2021-06-17 00:00:00+08:00,2021-06-17,fu2109.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2700.0,2687.0,13.0,,13.0,signal_day_drop,84.6,84.6,0,drop_not_above_threshold,92,92,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
