strategy,score_type,eval_date,product_vt_symbol,score,score_rank,top_n,requested_top_n
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,MA.CZCE,0.8563791023632789,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,au.SHFE,0.8478827345739763,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,cu.SHFE,0.8197230122758663,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,CF.CZCE,0.7854996161181643,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,SM.CZCE,0.7741172969773703,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,FG.CZCE,0.7031585105488941,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,sp.SHFE,0.6752164682488173,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,SH.CZCE,0.6335590622722284,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-01-28,fu.SHFE,0.6335580622722283,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,jm.DCE,0.9620074250611552,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,SM.CZCE,0.9471872959311104,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,FG.CZCE,0.9398379502465558,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,MA.CZCE,0.8727737736482977,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,au.SHFE,0.8119607461314989,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,lh.DCE,0.7982920629181023,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,hc.SHFE,0.7854421774981711,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,sp.SHFE,0.7773452358078055,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,CF.CZCE,0.7759264944915109,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-02-28,fu.SHFE,0.7759254944915108,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,lh.DCE,0.9515815847287018,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,jm.DCE,0.9247255330113834,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,FG.CZCE,0.8880706182559858,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,SM.CZCE,0.7780768238280804,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,au.SHFE,0.6875193606508246,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,rb.SHFE,0.6702813991683159,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,hc.SHFE,0.6693751857507094,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,MA.CZCE,0.6672746665365703,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,SH.CZCE,0.6335590622722284,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-03-31,fu.SHFE,0.6335580622722283,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,FG.CZCE,0.977640803908317,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,jm.DCE,0.9551610846151896,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,CF.CZCE,0.8459229166284911,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,hc.SHFE,0.8252130812498972,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,MA.CZCE,0.7970977477362317,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,au.SHFE,0.7300046537705942,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,lh.DCE,0.7215178850952022,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,SM.CZCE,0.7110992327840887,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,ru.SHFE,0.6786112846535913,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-04-29,fu.SHFE,0.6786102846535913,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,FG.CZCE,0.9879113073820726,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,jm.DCE,0.9035557496550058,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,hc.SHFE,0.8886495658755149,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,CF.CZCE,0.8791956776373013,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,lh.DCE,0.8627297229193739,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,sp.SHFE,0.8028569059958041,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,MA.CZCE,0.7839628233550305,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,SM.CZCE,0.7793002342926838,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,AP.CZCE,0.6983026689234644,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-05-31,fu.SHFE,0.6983016689234643,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,FG.CZCE,0.9849033143009036,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,jm.DCE,0.9730727677221634,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,au.SHFE,0.9648226004815584,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,hc.SHFE,0.961215067000836,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,MA.CZCE,0.9538134884126512,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,rb.SHFE,0.9468575446809668,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,OI.CZCE,0.9236635806591388,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,lh.DCE,0.8899614156732701,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,CF.CZCE,0.8852492931600968,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-06-30,fu.SHFE,0.8852482931600968,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,au.SHFE,0.9400524550032404,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,rb.SHFE,0.8934108618390701,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,FG.CZCE,0.7503770984615532,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,SA.CZCE,0.7001809283721634,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,AP.CZCE,0.696847818203045,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,SM.CZCE,0.6908095442776924,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,SH.CZCE,0.6805685369827904,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,lc.GFEX,0.6805685369827904,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,si.GFEX,0.6805685369827904,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-07-29,fu.SHFE,0.6805675369827904,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,cu.SHFE,0.7123171124871188,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,lh.DCE,0.6862355633606927,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,SH.CZCE,0.6805685369827904,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,lc.GFEX,0.6805685369827904,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,si.GFEX,0.6805685369827904,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,FG.CZCE,0.6802353630259458,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,rb.SHFE,0.6325889131944156,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,hc.SHFE,0.5017794873939406,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,au.SHFE,0.4208271607905392,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-08-31,fu.SHFE,0.42082616079053925,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,lh.DCE,0.8429855863793889,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,ru.SHFE,0.7703041308455671,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,cu.SHFE,0.7583687599581461,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,rb.SHFE,0.735643589805119,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,jm.DCE,0.7241205841813336,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,sp.SHFE,0.7237907266314284,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,SH.CZCE,0.6805685369827904,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,lc.GFEX,0.6805685369827904,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,si.GFEX,0.6805685369827904,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-09-30,fu.SHFE,0.6805675369827904,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,jm.DCE,0.7832759706791368,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,OI.CZCE,0.7761141562083478,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,lh.DCE,0.7646464911217916,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,cu.SHFE,0.6863313136681026,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,sp.SHFE,0.6832311869595348,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,SH.CZCE,0.6805685369827904,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,lc.GFEX,0.6805685369827904,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,si.GFEX,0.6805685369827904,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,au.SHFE,0.6513662076555992,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-10-31,fu.SHFE,0.6513652076555991,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,ru.SHFE,0.8523083920581314,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,MA.CZCE,0.8305300498007808,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,rb.SHFE,0.8172788051741627,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,jm.DCE,0.8111308653597663,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,au.SHFE,0.8097705415403682,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,hc.SHFE,0.805931356311679,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,lh.DCE,0.7901824293480376,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,SH.CZCE,0.6805685369827904,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,lc.GFEX,0.6805685369827904,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-11-30,fu.SHFE,0.6805675369827904,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,ru.SHFE,0.859697458566178,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,hc.SHFE,0.8561973768531047,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,lh.DCE,0.8457343710204407,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,cu.SHFE,0.8398296856026986,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,rb.SHFE,0.7513098590317728,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,si.GFEX,0.7473045374146858,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,SH.CZCE,0.6805685369827904,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,lc.GFEX,0.6805685369827904,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,jm.DCE,0.644210414521572,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2022-12-30,fu.SHFE,0.644209414521572,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,MA.CZCE,0.9441247767660822,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,rb.SHFE,0.7824058402724497,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,SM.CZCE,0.7756408818579943,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,cu.SHFE,0.7178530595744287,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,AP.CZCE,0.7123772152158235,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,SH.CZCE,0.7089827340878917,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,lc.GFEX,0.7089827340878917,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,jm.DCE,0.7053701062639927,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,ru.SHFE,0.6525686210733629,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-01-31,fu.SHFE,0.6525676210733629,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,jm.DCE,0.8645911258167774,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,si.GFEX,0.8211589523856252,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,MA.CZCE,0.806095429565516,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,rb.SHFE,0.7549629701466605,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,cu.SHFE,0.7422410628635215,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,SH.CZCE,0.7089827340878917,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,lc.GFEX,0.7089827340878917,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,FG.CZCE,0.6893242288247724,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,OI.CZCE,0.6825722831812769,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-02-28,fu.SHFE,0.6825712831812769,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,SM.CZCE,0.9118303611127038,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,MA.CZCE,0.8781982895898348,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,OI.CZCE,0.8763288506020629,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,cu.SHFE,0.8748053838965761,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,si.GFEX,0.8547650811832567,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,SH.CZCE,0.7089827340878917,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,lc.GFEX,0.7089827340878917,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,jm.DCE,0.7006776747814152,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,SA.CZCE,0.6341955613130182,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-03-31,fu.SHFE,0.6341945613130182,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,cu.SHFE,0.911719259242846,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,SM.CZCE,0.841050979800982,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,si.GFEX,0.8184885935227116,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,SA.CZCE,0.8098279608216543,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,FG.CZCE,0.7981607159845239,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,MA.CZCE,0.7888181554164636,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,SH.CZCE,0.7089827340878917,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,lc.GFEX,0.7089827340878917,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,hc.SHFE,0.627600215242309,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-04-28,fu.SHFE,0.627599215242309,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,cu.SHFE,0.9570489535858356,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,si.GFEX,0.8765794096748618,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,MA.CZCE,0.8567051784151808,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,SA.CZCE,0.7180212015632186,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,SH.CZCE,0.7089827340878917,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,lc.GFEX,0.7089827340878917,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,hc.SHFE,0.6768863462202287,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,CF.CZCE,0.639993887931338,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,SM.CZCE,0.5829936112997514,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-05-31,fu.SHFE,0.5829926112997513,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,cu.SHFE,0.8044371038319973,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,hc.SHFE,0.7198324098317497,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,SA.CZCE,0.7191401866334141,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,SH.CZCE,0.7089827340878917,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,lc.GFEX,0.7089827340878917,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,CF.CZCE,0.646262597450043,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,SM.CZCE,0.6211063330355593,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,FG.CZCE,0.6044309564253971,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,jm.DCE,0.5405280613891998,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-06-30,fu.SHFE,0.5405270613891998,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,lc.GFEX,0.8269282412281481,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,FG.CZCE,0.8214811741132921,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,si.GFEX,0.8186500662775218,3,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,SM.CZCE,0.8060822314851918,4,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,lh.DCE,0.7896902445716253,5,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,SH.CZCE,0.7647189732643485,6,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,AP.CZCE,0.7017302877301496,7,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,OI.CZCE,0.6806797348314745,8,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,MA.CZCE,0.676801222271984,9,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-07-31,fu.SHFE,0.676800222271984,10,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-08-31,SH.CZCE,0.7647189732643485,1,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-08-31,lc.GFEX,0.7483762020240372,2,10,9
ai_top9_plus_fu_boundary_check,ai_probability_top9_plus_fixed_fu,2023-08-31,CF.CZCE,0.6903882180586586,3,10,9
